field,date.time,area,activity,herd,n,weight,season,date,time,hour
29,2018-03-26T08:53:36Z,29,Move Out,Cows,43,58983,growing,2018-03-26,08:53,08
11,2018-03-27T07:54:44Z,11,Move In,Cows,43,58988,growing,2018-03-27,07:54,07
15,2018-03-27T07:54:44Z,15,Move Out,Cows,43,58988,growing,2018-03-27,07:54,07
11,2018-03-29T09:22:11Z,11,Move Out,Cows,43,58998,growing,2018-03-29,09:22,09
8,2018-03-29T09:22:11Z,Subdivision 2,Move In,Cows,43,58998,growing,2018-03-29,09:22,09
8,2018-03-30T08:47:13Z,Subdivision 1,Move In,Cows,43,59003,growing,2018-03-30,08:47,08
8,2018-03-30T08:47:13Z,Subdivision 2,Move Out,Cows,43,59003,growing,2018-03-30,08:47,08
10,2018-03-31T08:48:56Z,Subdivision 1,Move In,Cows,43,59008,growing,2018-03-31,08:48,08
8,2018-03-31T08:48:56Z,Subdivision 1,Move Out,Cows,43,59008,growing,2018-03-31,08:48,08
10,2018-04-01T08:49:35Z,Subdivision 4,Move In,Cows,43,59013,growing,2018-04-01,08:49,08
10,2018-04-02T08:49:35Z,Subdivision 1,Move Out,Cows,43,59018,growing,2018-04-01,08:49,08
10,2018-04-02T10:52:08Z,Subdivision 4,Move Out,Cows,43,59018,growing,2018-04-02,10:52,10
2B,2018-04-04T08:07:53Z,Annie Pond Field,Move In,Cows,43,59028,growing,2018-04-04,08:07,08
2B,2018-04-05T11:41:14Z,Annie's Pond Across Driveway,Move In,Cows,43,59033,growing,2018-04-05,11:41,11
2B,2018-04-05T11:41:14Z,Annie Pond Field,Move Out,Cows,43,59033,growing,2018-04-05,11:41,11
1,2018-04-05T17:41:00Z,Ralphs,Move In,Cows,43,59038,growing,2018-04-05,17:41,17
2B,2018-04-05T17:41:00Z,Annie's Pond Across Driveway,Move Out,Cows,43,59038,growing,2018-04-05,17:41,17
1,2018-04-06T16:45:18Z,Ralphs,Move Out,Cows,43,59038,growing,2018-04-06,16:45,16
2A,2018-04-06T16:45:18Z,2a,Move In,Cows,43,59038,growing,2018-04-06,16:45,16
2A,2018-04-08T09:47:48Z,2a,Move Out,Cows,43,59048,growing,2018-04-08,09:47,09
3,2018-04-08T09:47:48Z,3,Move In,Cows,43,59048,growing,2018-04-08,09:47,09
3,2018-04-09T17:19:51Z,3,Move Out,Cows,43,59058,growing,2018-04-09,17:19,17
4,2018-04-09T17:19:51Z,4,Move In,Cows,43,59058,growing,2018-04-09,17:19,17
4,2018-04-10T16:43:16Z,4,Move Out,Cows,43,59058,growing,2018-04-10,16:43,16
1,2018-04-13T10:33:39Z,Between Ralphs and Pond,Move In,Cows,43,59073,growing,2018-04-13,10:33,10
1,2018-04-14T11:59:17Z,Between Ralphs and Pond,Move Out,Cows,43,57578,growing,2018-04-14,11:59,11
5,2018-04-14T11:59:17Z,Roadside 5,Move In,Cows,42,57578,growing,2018-04-14,11:59,11
5,2018-04-15T10:39:23Z,Roadside 5,Move Out,Cows,42,57583,growing,2018-04-15,10:39,10
7,2018-04-15T10:39:23Z,Subdivision 4,Move In,Cows,42,57583,growing,2018-04-15,10:39,10
10,2018-04-16T07:49:25Z,Subdivision 2,Move In,Cows,42,57588,growing,2018-04-16,07:49,07
7,2018-04-16T07:49:25Z,Subdivision 4,Move Out,Cows,42,57588,growing,2018-04-16,07:49,07
10,2018-04-17T09:59:00Z,Subdivision 2,Move Out,Cows,42,57593,growing,2018-04-17,09:59,09
10,2018-04-17T09:59:00Z,Subdivision 3,Move In,Cows,42,57593,growing,2018-04-17,09:59,09
10,2018-04-18T17:59:00Z,Subdivision 3,Move Out,Cows,42,57603,growing,2018-04-18,17:59,17
5,2018-04-19T08:51:56Z,Subdivision 1,Move In,Cows,42,57603,growing,2018-04-19,08:51,08
5,2018-04-20T08:57:54Z,Subdivision 1,Move Out,Cows,42,57608,growing,2018-04-20,08:57,08
9,2018-04-20T08:57:54Z,9,Move In,Cows,42,57608,growing,2018-04-20,08:57,08
12A,2018-04-23T07:02:54Z,Subdivision 2,Move In,Cows,42,57623,growing,2018-04-23,07:02,07
9,2018-04-23T07:02:54Z,9,Move Out,Cows,42,57623,growing,2018-04-23,07:02,07
12A,2018-04-24T07:30:03Z,Subdivision 2,Move Out,Cows,42,57628,growing,2018-04-24,07:30,07
12B,2018-04-24T07:30:03Z,12b,Move In,Cows,42,57628,growing,2018-04-24,07:30,07
12B,2018-04-26T12:31:58Z,12b,Move Out,Cows,42,57638,growing,2018-04-26,12:31,12
16B,2018-04-27T07:34:16Z,Subdivision 3,Move In,Cows,42,57643,growing,2018-04-27,07:34,07
16B,2018-04-28T17:35:48Z,Subdivision 2,Move In,Cows,42,57653,growing,2018-04-28,17:35,17
16B,2018-04-28T17:35:48Z,Subdivision 3,Move Out,Cows,42,57653,growing,2018-04-28,17:35,17
16B,2018-05-01T07:49:20Z,Subdivision 2,Move Out,Cows,42,57663,growing,2018-05-01,07:49,07
34,2018-05-01T07:49:20Z,Top of Oak Hill,Move In,Cows,42,57663,growing,2018-05-01,07:49,07
34,2018-05-02T11:34:33Z,Top of Oak Hill,Move Out,Cows,42,57668,growing,2018-05-02,11:34,11
37A,2018-05-02T11:34:33Z,Subdivision 1,Move In,Cows,42,57668,growing,2018-05-02,11:34,11
37A,2018-05-03T07:36:20Z,Subdivision 1,Move Out,Cows,42,57673,growing,2018-05-03,07:36,07
37A,2018-05-03T07:36:20Z,Subdivision 2,Move In,Cows,42,57673,growing,2018-05-03,07:36,07
37A,2018-05-04T09:31:37Z,Subdivision 2,Move Out,Cows,42,57678,growing,2018-05-04,09:31,09
37A,2018-05-04T09:31:37Z,Subdivision 4,Move In,Cows,42,57678,growing,2018-05-04,09:31,09
37A,2018-05-05T09:40:07Z,Subdivision 3,Move In,Cows,42,57683,growing,2018-05-05,09:40,09
37A,2018-05-05T09:40:07Z,Subdivision 4,Move Out,Cows,42,57683,growing,2018-05-05,09:40,09
36,2018-05-07T10:22:32Z,Subdivision 5,Move In,Cows,42,57693,growing,2018-05-07,10:22,10
37A,2018-05-07T10:22:32Z,Subdivision 3,Move Out,Cows,42,57693,growing,2018-05-07,10:22,10
34,2018-05-09T08:11:00Z,Subdivision 10,Move In,Cows,42,57703,growing,2018-05-09,08:11,08
36,2018-05-09T08:11:00Z,Subdivision 5,Move Out,Cows,42,57703,growing,2018-05-09,08:11,08
34,2018-05-10T17:12:00Z,Subdivision 10,Move Out,Cows,42,57713,growing,2018-05-10,17:12,17
37B,2018-05-10T17:12:00Z,Subdivision 8,Move In,Cows,42,57713,growing,2018-05-10,17:12,17
37B,2018-05-14T08:13:00Z,Subdivision 7,Move In,Cows,42,57728,growing,2018-05-14,08:13,08
37B,2018-05-14T08:13:00Z,Subdivision 8,Move Out,Cows,42,57728,growing,2018-05-14,08:13,08
37B,2018-05-17T15:16:00Z,Subdivision 7,Move Out,Cows,42,57743,growing,2018-05-17,15:16,15
57,2018-05-17T15:16:00Z,57,Move In,Cows,42,57743,growing,2018-05-17,15:16,15
55,2018-05-19T10:08:00Z,Subdivision 1,Move In,Cows,42,57753,growing,2018-05-19,10:08,10
57,2018-05-19T10:08:00Z,57,Move Out,Cows,42,57753,growing,2018-05-19,10:08,10
55,2018-05-21T10:09:00Z,Subdivision 1,Move Out,Cows,42,57763,growing,2018-05-21,10:09,10
55,2018-05-21T10:09:00Z,Subdivision 4,Move In,Cows,42,57763,growing,2018-05-21,10:09,10
55,2018-05-22T10:10:00Z,Subdivision 4,Move Out,Cows,42,57768,growing,2018-05-22,10:10,10
55,2018-05-28T10:10:00Z,Subdivision 5,Move In,Cows,42,57798,growing,2018-05-28,10:10,10
52,2018-05-30T09:05:00Z,Subdivision 2,Move In,Cows,42,57808,growing,2018-05-30,09:05,09
55,2018-05-30T09:05:00Z,Subdivision 5,Move Out,Cows,42,57808,growing,2018-05-30,09:05,09
52,2018-05-30T09:07:00Z,Subdivision 2,Move Out,Cows,42,57808,growing,2018-05-30,09:07,09
53,2018-05-30T09:07:00Z,Subdivision 14,Move In,Cows,42,57808,growing,2018-05-30,09:07,09
52,2018-06-01T09:07:00Z,Subdivision 3,Move In,Cows,42,57818,growing,2018-06-01,09:07,09
53,2018-06-01T09:07:00Z,Subdivision 14,Move Out,Cows,42,57818,growing,2018-06-01,09:07,09
52,2018-06-04T09:09:00Z,Subdivision 3,Move Out,Cows,42,55263,growing,2018-06-04,09:09,09
52,2018-06-04T09:09:00Z,Subdivision 4,Move In,Cows,40,55263,growing,2018-06-04,09:09,09
51,2018-06-07T09:10:00Z,51,Move In,Cows,40,55278,growing,2018-06-07,09:10,09
52,2018-06-07T09:10:00Z,Subdivision 4,Move Out,Cows,40,55278,growing,2018-06-07,09:10,09
50,2018-06-10T07:11:00Z,50,Move In,Cows,40,55293,growing,2018-06-10,07:11,07
51,2018-06-10T07:11:00Z,51,Move Out,Cows,40,55293,growing,2018-06-10,07:11,07
48,2018-06-18T07:12:00Z,Subdivision 1,Move In,Cows,40,55333,growing,2018-06-18,07:12,07
50,2018-06-18T07:12:00Z,50,Move Out,Cows,40,55333,growing,2018-06-18,07:12,07
48,2018-06-20T08:50:00Z,Subdivision 1,Move Out,Cows,40,55343,growing,2018-06-20,08:50,08
48,2018-06-20T08:50:00Z,Subdivision 2,Move In,Cows,40,55343,growing,2018-06-20,08:50,08
43,2018-06-22T12:54:00Z,Subdivision 5,Move In,Cows,40,55353,growing,2018-06-22,12:54,12
48,2018-06-22T12:54:00Z,Subdivision 2,Move Out,Cows,40,55353,growing,2018-06-22,12:54,12
43,2018-06-23T13:13:00Z,Subdivision 4,Move In,Cows,40,55358,growing,2018-06-23,13:13,13
43,2018-06-23T13:13:00Z,Subdivision 5,Move Out,Cows,40,55358,growing,2018-06-23,13:13,13
43,2018-06-25T13:26:00Z,Subdivision 3,Move In,Cows,40,55368,growing,2018-06-25,13:26,13
43,2018-06-25T13:26:00Z,Subdivision 4,Move Out,Cows,40,55368,growing,2018-06-25,13:26,13
43,2018-06-27T08:27:00Z,Subdivision 1,Move In,Cows,40,55378,growing,2018-06-27,08:27,08
43,2018-06-27T08:27:00Z,Subdivision 3,Move Out,Cows,40,55378,growing,2018-06-27,08:27,08
43,2018-06-27T09:27:00Z,Subdivision 1,Move Out,Cows,40,55378,growing,2018-06-27,09:27,09
43,2018-06-27T09:27:00Z,Subdivision 11,Move In,Cows,40,55378,growing,2018-06-27,09:27,09
43,2018-06-28T13:31:00Z,Subdivision 11,Move Out,Cows,40,55383,growing,2018-06-28,13:31,13
49,2018-06-28T13:31:00Z,Subdivision 2,Move In,Cows,40,55383,growing,2018-06-28,13:31,13
43,2018-06-30T13:35:00Z,Subdivision 12,Move In,Cows,40,55393,growing,2018-06-30,13:35,13
49,2018-06-30T13:35:00Z,Subdivision 2,Move Out,Cows,40,55393,growing,2018-06-30,13:35,13
43,2018-07-02T08:35:00Z,Subdivision 12,Move Out,Cows,40,55403,dormant,2018-07-02,08:35,08
43,2018-07-02T08:35:00Z,Subdivision 8,Move In,Cows,40,55403,dormant,2018-07-02,08:35,08
43,2018-07-04T08:20:00Z,Subdivision 8,Move Out,Cows,40,55413,dormant,2018-07-04,08:20,08
43,2018-07-04T08:20:00Z,Subdivision 9,Move In,Cows,40,55413,dormant,2018-07-04,08:20,08
42,2018-07-06T08:21:00Z,42,Move In,Cows,40,55423,dormant,2018-07-06,08:21,08
43,2018-07-06T08:21:00Z,Subdivision 9,Move Out,Cows,40,55423,dormant,2018-07-06,08:21,08
42,2018-07-09T08:27:00Z,42,Move Out,Cows,40,55438,dormant,2018-07-09,08:27,08
44,2018-07-09T08:27:00Z,44,Move In,Cows,40,55438,dormant,2018-07-09,08:27,08
44,2018-07-12T08:32:00Z,44,Move Out,Cows,40,55453,dormant,2018-07-12,08:32,08
46,2018-07-12T08:32:00Z,Subdivision 2,Move In,Cows,40,55453,dormant,2018-07-12,08:32,08
46,2018-07-14T08:48:00Z,Subdivision 2,Move Out,Cows,40,55463,dormant,2018-07-14,08:48,08
47,2018-07-14T09:24:07Z,Subdivision 1,Move In,Cows,40,55463,dormant,2018-07-14,09:24,09
47,2018-07-16T08:57:00Z,Subdivision 1,Move Out,Cows,40,55473,dormant,2018-07-16,08:57,08
47,2018-07-16T10:24:36Z,Subdivision 2,Move In,Cows,40,55473,dormant,2018-07-16,10:24,10
47,2018-07-17T08:01:00Z,Subdivision 2,Move Out,Cows,40,55478,dormant,2018-07-17,08:01,08
46,2018-07-17T09:26:06Z,Subdivision 1,Move In,Cows,40,55478,dormant,2018-07-17,09:26,09
46,2018-07-18T09:26:52Z,Subdivision 1,Move Out,Cows,40,55483,dormant,2018-07-18,09:26,09
45,2018-07-18T17:02:00Z,45,Move In,Cows,40,55488,dormant,2018-07-18,17:02,17
40,2018-07-20T09:10:00Z,Apple Orchard,Move In,Cows,40,55493,dormant,2018-07-20,09:10,09
45,2018-07-20T09:10:00Z,45,Move Out,Cows,40,55493,dormant,2018-07-20,09:10,09
40,2018-07-23T08:10:00Z,Apple Orchard,Move Out,Cows,40,55508,dormant,2018-07-23,08:10,08
40,2018-07-23T08:10:00Z,Lower China,Move In,Cows,40,55508,dormant,2018-07-23,08:10,08
40,2018-07-26T07:52:00Z,Lower China,Move Out,Cows,40,55523,dormant,2018-07-26,07:52,07
40,2018-07-26T07:52:00Z,Middle China North,Move In,Cows,40,55523,dormant,2018-07-26,07:52,07
40,2018-07-28T07:53:00Z,Middle China North,Move Out,Cows,40,55533,dormant,2018-07-28,07:53,07
40,2018-07-28T07:53:00Z,Middle China South,Move In,Cows,40,55533,dormant,2018-07-28,07:53,07
40,2018-07-29T07:59:00Z,Middle China South,Move Out,Cows,40,55538,dormant,2018-07-29,07:59,07
41,2018-07-29T07:59:00Z,Subdivision 10,Move In,Cows,40,55538,dormant,2018-07-29,07:59,07
41,2018-07-30T08:45:00Z,Subdivision 10,Move Out,Cows,40,55543,dormant,2018-07-30,08:45,08
41,2018-07-30T08:45:00Z,Subdivision 7,Move In,Cows,40,55543,dormant,2018-07-30,08:45,08
41,2018-07-31T08:47:00Z,Subdivision 6,Move In,Cows,40,55548,dormant,2018-07-31,08:47,08
41,2018-07-31T08:47:00Z,Subdivision 7,Move Out,Cows,40,55548,dormant,2018-07-31,08:47,08
41,2018-08-01T08:48:00Z,Subdivision 6,Move Out,Cows,40,55553,dormant,2018-08-01,08:48,08
41,2018-08-01T08:48:00Z,Subdivision 8,Move In,Cows,40,55553,dormant,2018-08-01,08:48,08
41,2018-08-02T08:49:00Z,Subdivision 5,Move In,Cows,40,55558,dormant,2018-08-02,08:49,08
41,2018-08-02T08:49:00Z,Subdivision 8,Move Out,Cows,40,55558,dormant,2018-08-02,08:49,08
41,2018-08-03T08:50:00Z,Subdivision 5,Move Out,Cows,40,55563,dormant,2018-08-03,08:50,08
41,2018-08-03T08:50:00Z,Subdivision 9,Move In,Cows,40,55563,dormant,2018-08-03,08:50,08
41,2018-08-04T08:52:00Z,Subdivision 4,Move In,Cows,40,55568,dormant,2018-08-04,08:52,08
41,2018-08-04T08:52:00Z,Subdivision 9,Move Out,Cows,40,55568,dormant,2018-08-04,08:52,08
41,2018-08-05T08:53:00Z,Subdivision 11,Move In,Cows,40,55573,dormant,2018-08-05,08:53,08
41,2018-08-05T08:53:00Z,Subdivision 4,Move Out,Cows,40,55573,dormant,2018-08-05,08:53,08
38A,2018-08-06T09:02:00Z,Bees,Move In,Cows,40,55578,dormant,2018-08-06,09:02,09
41,2018-08-06T09:02:00Z,Subdivision 11,Move Out,Cows,40,55578,dormant,2018-08-06,09:02,09
38A,2018-08-09T09:03:00Z,Bees,Move Out,Cows,32,44133,dormant,2018-08-09,09:03,09
38A,2018-08-09T09:03:00Z,Flat,Move In,Cows,31,44133,dormant,2018-08-09,09:03,09
38A,2018-08-11T09:04:00Z,Finger 1,Move In,Cows,31,44133,dormant,2018-08-11,09:04,09
38A,2018-08-11T09:04:00Z,Flat,Move Out,Cows,31,44133,dormant,2018-08-11,09:04,09
38A,2018-08-13T09:04:00Z,Finger 1,Move Out,Cows,31,44133,dormant,2018-08-13,09:04,09
38A,2018-08-13T09:04:00Z,Finger 2,Move In,Cows,31,44133,dormant,2018-08-13,09:04,09
39A,2018-08-15T14:38:00Z,Subdivision 1,Move In,Cows,31,44133,dormant,2018-08-15,14:38,14
38A,2018-08-16T14:38:00Z,Finger 2,Move Out,Cows,31,44133,dormant,2018-08-15,14:38,14
39A,2018-08-17T08:44:00Z,Subdivision 1,Move Out,Cows,31,44133,dormant,2018-08-17,08:44,08
39B,2018-08-17T08:44:00Z,Subdivision 3,Move In,Cows,31,44133,dormant,2018-08-17,08:44,08
39A,2018-08-19T14:45:00Z,Subdivision 2,Move In,Cows,31,44133,dormant,2018-08-19,14:45,14
39B,2018-08-19T14:45:00Z,Subdivision 3,Move Out,Cows,31,44133,dormant,2018-08-19,14:45,14
39A,2018-08-20T14:45:00Z,Subdivision 2,Move Out,Cows,31,44133,dormant,2018-08-20,14:45,14
39B,2018-08-20T14:45:00Z,Subdivision 2,Move In,Cows,31,44133,dormant,2018-08-20,14:45,14
39B,2018-08-21T17:04:00Z,Subdivision 2,Move Out,Cows,31,44133,dormant,2018-08-21,17:04,17
39B,2018-08-21T17:04:00Z,Subdivision 4,Move In,Cows,31,44133,dormant,2018-08-21,17:04,17
39B,2018-08-23T17:10:00Z,Subdivision 4,Move Out,Cows,31,44133,dormant,2018-08-23,17:10,17
61,2018-08-23T17:10:00Z,Subdivision 2,Move In,Cows,31,44133,dormant,2018-08-23,17:10,17
61,2018-08-24T17:11:00Z,Subdivision 1,Move In,Cows,31,44133,dormant,2018-08-24,17:11,17
61,2018-08-24T17:11:00Z,Subdivision 2,Move Out,Cows,31,44133,dormant,2018-08-24,17:11,17
61,2018-08-25T17:11:00Z,Subdivision 1,Move Out,Cows,31,44133,dormant,2018-08-25,17:11,17
62,2018-08-25T17:11:00Z,Subdivision 1,Move In,Cows,31,44133,dormant,2018-08-25,17:11,17
62,2018-08-26T17:12:00Z,Subdivision 1,Move Out,Cows,31,44133,dormant,2018-08-26,17:12,17
62,2018-08-26T17:12:00Z,Subdivision 2,Move In,Cows,31,44133,dormant,2018-08-26,17:12,17
62,2018-08-28T17:15:00Z,Subdivision 2,Move Out,Cows,31,44133,dormant,2018-08-28,17:15,17
63,2018-08-28T17:15:00Z,Subdivision 2,Move In,Cows,31,44133,dormant,2018-08-28,17:15,17
63,2018-08-30T08:45:12Z,Subdivision 2,Move Out,Cows,31,44133,dormant,2018-08-30,08:45,08
63,2018-08-30T08:45:12Z,Subdivision 6,Move In,Cows,31,44133,dormant,2018-08-30,08:45,08
63,2018-09-01T11:44:00Z,Subdivision 6,Move Out,Cows,31,44133,dormant,2018-09-01,11:44,11
64,2018-09-01T11:44:00Z,Subdivision 1,Move In,Cows,31,44133,dormant,2018-09-01,11:44,11
63,2018-09-04T11:45:00Z,Subdivision 5,Move In,Cows,31,44133,dormant,2018-09-04,11:45,11
64,2018-09-04T11:45:00Z,Subdivision 1,Move Out,Cows,31,44133,dormant,2018-09-04,11:45,11
63,2018-09-05T11:46:00Z,Subdivision 5,Move Out,Cows,31,44133,dormant,2018-09-05,11:46,11
63,2018-09-05T11:46:00Z,NA,Move In,Cows,31,44133,dormant,2018-09-05,11:46,11
63,2018-09-07T09:03:00Z,NA,Move Out,Cows,31,44133,dormant,2018-09-07,09:03,09
63,2018-09-07T09:03:00Z,NA,Move In,Cows,31,44133,dormant,2018-09-07,09:03,09
63,2018-09-09T09:04:00Z,NA,Move Out,Cows,31,44133,dormant,2018-09-09,09:04,09
67,2018-09-09T09:04:00Z,Subdivision 3,Move In,Cows,31,44133,dormant,2018-09-09,09:04,09
67,2018-09-12T09:04:00Z,Subdivision 2,Move In,Cows,31,44133,dormant,2018-09-12,09:04,09
67,2018-09-12T09:04:00Z,Subdivision 3,Move Out,Cows,31,44133,dormant,2018-09-12,09:04,09
67,2018-09-13T09:06:00Z,Subdivision 2,Move Out,Cows,31,44133,dormant,2018-09-13,09:06,09
68,2018-09-13T09:06:00Z,Subdivision 2,Move In,Cows,31,44133,dormant,2018-09-13,09:06,09
68,2018-09-17T09:06:00Z,Subdivision 1,Move In,Cows,31,44133,dormant,2018-09-17,09:06,09
68,2018-09-17T09:06:00Z,Subdivision 2,Move Out,Cows,31,44133,dormant,2018-09-17,09:06,09
67,2018-09-21T10:03:00Z,Subdivision 2,Move In,Cows,31,44133,dormant,2018-09-21,10:03,10
68,2018-09-21T10:03:00Z,Subdivision 1,Move Out,Cows,31,44133,dormant,2018-09-21,10:03,10
67,2018-09-22T10:03:00Z,Subdivision 1,Move In,Cows,31,44133,dormant,2018-09-22,10:03,10
67,2018-09-22T10:03:00Z,Subdivision 2,Move Out,Cows,31,44133,dormant,2018-09-22,10:03,10
37B,2018-09-25T11:22:00Z,Subdivision 16,Move In,Cows,31,44133,dormant,2018-09-25,11:22,11
67,2018-09-25T11:22:00Z,Subdivision 1,Move Out,Cows,31,44133,dormant,2018-09-25,11:22,11
37B,2018-09-26T11:41:00Z,Subdivision 16,Move Out,Cows,31,41160,dormant,2018-09-26,11:41,11
37B,2018-09-26T11:41:00Z,Subdivision 8,Move In,Cows,29,41160,dormant,2018-09-26,11:41,11
37B,2018-09-27T11:42:00Z,Subdivision 8,Move Out,Cows,29,41160,dormant,2018-09-27,11:42,11
37B,2018-09-27T11:42:00Z,Subdivision 9,Move In,Cows,29,41160,dormant,2018-09-27,11:42,11
37B,2018-09-28T08:00:00Z,Subdivision 10,Move In,Cows,29,41160,dormant,2018-09-28,08:00,08
37B,2018-09-28T08:00:00Z,Subdivision 9,Move Out,Cows,29,41160,dormant,2018-09-28,08:00,08
37B,2018-09-28T11:43:00Z,Subdivision 10,Move Out,Cows,29,41160,dormant,2018-09-28,11:43,11
37B,2018-09-28T11:43:00Z,Subdivision 11,Move In,Cows,29,41160,dormant,2018-09-28,11:43,11
37B,2018-09-29T11:44:00Z,Subdivision 11,Move Out,Cows,29,41160,dormant,2018-09-29,11:44,11
37B,2018-09-29T11:44:00Z,Subdivision 12,Move In,Cows,29,41160,dormant,2018-09-29,11:44,11
37B,2018-09-30T11:45:00Z,Subdivision 12,Move Out,Cows,29,41160,dormant,2018-09-30,11:45,11
37B,2018-09-30T11:45:00Z,Subdivision 13,Move In,Cows,29,41160,dormant,2018-09-30,11:45,11
37B,2018-09-30T18:47:00Z,Subdivision 13,Move Out,Cows,29,41160,dormant,2018-09-30,18:47,18
37B,2018-09-30T18:47:00Z,Subdivision 14,Move In,Cows,29,41160,dormant,2018-09-30,18:47,18
37B,2018-10-01T11:48:00Z,Subdivision 14,Move Out,Cows,29,41160,dormant,2018-10-01,11:48,11
37B,2018-10-01T11:48:00Z,Subdivision 15,Move In,Cows,29,41160,dormant,2018-10-01,11:48,11
37B,2018-10-02T11:50:00Z,Subdivision 15,Move Out,Cows,29,41160,dormant,2018-10-02,11:50,11
39B,2018-10-02T11:50:00Z,Subdivision 4,Move In,Cows,29,41160,dormant,2018-10-02,11:50,11
39B,2018-10-03T13:48:00Z,Subdivision 4,Move Out,Cows,29,41160,dormant,2018-10-03,13:48,13
39B,2018-10-03T13:48:00Z,Subdivision 7,Move In,Cows,29,41160,dormant,2018-10-03,13:48,13
39B,2018-10-04T17:49:00Z,Subdivision 10,Move In,Cows,29,41160,dormant,2018-10-04,17:49,17
39B,2018-10-04T17:49:00Z,Subdivision 7,Move Out,Cows,29,41160,dormant,2018-10-04,17:49,17
39B,2018-10-05T08:00:00Z,Subdivision 10,Move Out,Cows,29,41160,dormant,2018-10-05,08:00,08
39B,2018-10-05T08:00:00Z,Subdivision 11,Move In,Cows,29,41160,dormant,2018-10-05,08:00,08
39B,2018-10-05T16:54:00Z,Subdivision 11,Move Out,Cows,29,41160,dormant,2018-10-05,16:54,16
39B,2018-10-05T16:54:00Z,Subdivision 8,Move In,Cows,29,41160,dormant,2018-10-05,16:54,16
39B,2018-10-06T13:55:00Z,Subdivision 8,Move Out,Cows,29,41160,dormant,2018-10-06,13:55,13
39B,2018-10-06T13:55:00Z,Subdivision 9,Move In,Cows,29,41160,dormant,2018-10-06,13:55,13
38A,2018-10-09T08:00:00Z,Bees,Move In,Cows,29,41160,dormant,2018-10-09,08:00,08
39B,2018-10-09T08:00:00Z,Subdivision 9,Move Out,Cows,29,41160,dormant,2018-10-09,08:00,08
35,2018-10-10T16:48:00Z,Subdivision 5,Move In,Cows,29,41160,dormant,2018-10-10,16:48,16
38A,2018-10-10T16:48:00Z,Bees,Move Out,Cows,29,41160,dormant,2018-10-10,16:48,16
32,2018-10-11T09:11:00Z,Subdivision 1,Move In,Cows,29,41160,dormant,2018-10-11,09:11,09
35,2018-10-11T09:11:00Z,Subdivision 5,Move Out,Cows,29,41160,dormant,2018-10-11,09:11,09
11,2018-10-12T16:34:00Z,11,Move In,Cows,29,41160,dormant,2018-10-12,16:34,16
32,2018-10-12T16:34:00Z,Subdivision 1,Move Out,Cows,29,41160,dormant,2018-10-12,16:34,16
11,2018-10-15T09:35:00Z,11,Move Out,Cows,29,41160,dormant,2018-10-15,09:35,09
8,2018-10-15T09:35:00Z,Subdivision 2,Move In,Cows,29,41160,dormant,2018-10-15,09:35,09
15,2017-12-21T13:40:28Z,15,Move In,D,20,18036,growing,2017-12-21,13:40,13
15,2017-12-22T13:41:51Z,15,Move Out,D,20,18056,growing,2017-12-22,13:41,13
11,2017-12-25T13:42:04Z,Subdivision 1,Move In,D,20,18116,growing,2017-12-25,13:42,13
11,2017-12-26T13:42:34Z,Subdivision 1,Move Out,D,20,18136,growing,2017-12-26,13:42,13
8,2017-12-26T13:42:34Z,Subdivision 2,Move In,D,20,18136,growing,2017-12-26,13:42,13
8,2017-12-28T13:42:48Z,Subdivision 1,Move In,D,20,18176,growing,2017-12-28,13:42,13
8,2017-12-28T13:42:48Z,Subdivision 2,Move Out,D,20,18176,growing,2017-12-28,13:42,13
10,2017-12-29T13:43:06Z,10,Move In,D,20,18196,growing,2017-12-29,13:43,13
8,2017-12-29T13:43:06Z,Subdivision 1,Move Out,D,20,18196,growing,2017-12-29,13:43,13
10,2017-12-30T13:43:29Z,10,Move Out,D,20,18216,growing,2017-12-30,13:43,13
5,2017-12-30T13:43:29Z,Subdivision 1,Move In,D,20,18216,growing,2017-12-30,13:43,13
5,2017-12-31T13:46:58Z,Subdivision 1,Move Out,D,20,18236,growing,2017-12-31,13:46,13
6B,2017-12-31T13:46:58Z,6b,Move In,D,20,18236,growing,2017-12-31,13:46,13
6B,2018-01-02T13:47:46Z,6b,Move Out,D,20,18276,growing,2018-01-02,13:47,13
2B,2018-01-05T14:00:15Z,Annie Pond Field,Move In,D,20,18336,growing,2018-01-05,14:00,14
2B,2018-01-06T07:00:28Z,Annie's Pond Across Driveway,Move In,D,20,18356,growing,2018-01-06,07:00,07
2B,2018-01-06T07:00:28Z,Annie Pond Field,Move Out,D,20,18356,growing,2018-01-06,07:00,07
1,2018-01-06T12:00:28Z,1,Move In,D,20,18356,growing,2018-01-06,12:00,12
2B,2018-01-06T12:00:28Z,Annie's Pond Across Driveway,Move Out,D,20,18356,growing,2018-01-06,12:00,12
1,2018-01-07T08:00:41Z,1,Move Out,D,20,18376,growing,2018-01-07,08:00,08
5,2018-01-07T08:00:41Z,Subdivision 2,Move In,D,20,18376,growing,2018-01-07,08:00,08
5,2018-01-08T07:47:47Z,Subdivision 2,Move Out,D,20,18396,growing,2018-01-08,07:47,07
6A,2018-01-08T07:47:47Z,Subdivision 1,Move In,D,20,18396,growing,2018-01-08,07:47,07
6A,2018-01-09T09:29:17Z,Subdivision 1,Move Out,D,20,18416,growing,2018-01-09,09:29,09
