field,date.time,area,activity,herd,n,weight,season,date,time,hour
7,2018-04-15T10:39:23Z,Subdivision 4,Move In,Non-Breeding,1,1500,growing,2018-04-15,10:39,10
10,2018-04-16T07:49:25Z,Subdivision 2,Move In,Non-Breeding,1,1500,growing,2018-04-16,07:49,07
7,2018-04-16T07:49:25Z,Subdivision 4,Move Out,Non-Breeding,1,1500,growing,2018-04-16,07:49,07
10,2018-04-17T09:59:00Z,Subdivision 2,Move Out,Non-Breeding,1,1500,growing,2018-04-17,09:59,09
10,2018-04-17T09:59:00Z,Subdivision 3,Move In,Non-Breeding,1,1500,growing,2018-04-17,09:59,09
10,2018-04-18T17:59:00Z,Subdivision 3,Move Out,Non-Breeding,1,1500,growing,2018-04-18,17:59,17
5,2018-04-19T08:51:56Z,Subdivision 1,Move In,Non-Breeding,1,1500,growing,2018-04-19,08:51,08
5,2018-04-20T08:57:54Z,Subdivision 1,Move Out,Non-Breeding,1,1500,growing,2018-04-20,08:57,08
9,2018-04-20T08:57:54Z,9,Move In,Non-Breeding,1,1500,growing,2018-04-20,08:57,08
12A,2018-04-23T07:02:54Z,Subdivision 2,Move In,Non-Breeding,1,1500,growing,2018-04-23,07:02,07
9,2018-04-23T07:02:54Z,9,Move Out,Non-Breeding,1,1500,growing,2018-04-23,07:02,07
12A,2018-04-24T07:30:03Z,Subdivision 2,Move Out,Non-Breeding,1,1500,growing,2018-04-24,07:30,07
12B,2018-04-24T07:30:03Z,12b,Move In,Non-Breeding,1,1500,growing,2018-04-24,07:30,07
12B,2018-04-26T12:31:58Z,12b,Move Out,Non-Breeding,1,1500,growing,2018-04-26,12:31,12
16B,2018-04-27T07:34:16Z,Subdivision 3,Move In,Non-Breeding,1,1500,growing,2018-04-27,07:34,07
16B,2018-04-28T17:35:48Z,Subdivision 2,Move In,Non-Breeding,1,1500,growing,2018-04-28,17:35,17
16B,2018-04-28T17:35:48Z,Subdivision 3,Move Out,Non-Breeding,1,1500,growing,2018-04-28,17:35,17
16B,2018-05-01T07:49:20Z,Subdivision 2,Move Out,Non-Breeding,1,1500,growing,2018-05-01,07:49,07
34,2018-05-01T07:49:20Z,Top of Oak Hill,Move In,Non-Breeding,1,1500,growing,2018-05-01,07:49,07
34,2018-05-02T11:34:33Z,Top of Oak Hill,Move Out,Non-Breeding,1,1500,growing,2018-05-02,11:34,11
37A,2018-05-02T11:34:33Z,Subdivision 1,Move In,Non-Breeding,1,1500,growing,2018-05-02,11:34,11
37A,2018-05-03T07:36:20Z,Subdivision 1,Move Out,Non-Breeding,1,1500,growing,2018-05-03,07:36,07
37A,2018-05-03T07:36:20Z,Subdivision 2,Move In,Non-Breeding,1,1500,growing,2018-05-03,07:36,07
37A,2018-05-04T09:31:37Z,Subdivision 2,Move Out,Non-Breeding,1,1500,growing,2018-05-04,09:31,09
37A,2018-05-04T09:31:37Z,Subdivision 4,Move In,Non-Breeding,1,1500,growing,2018-05-04,09:31,09
37A,2018-05-05T09:40:07Z,Subdivision 3,Move In,Non-Breeding,1,1500,growing,2018-05-05,09:40,09
37A,2018-05-05T09:40:07Z,Subdivision 4,Move Out,Non-Breeding,1,1500,growing,2018-05-05,09:40,09
36,2018-05-07T10:22:32Z,Subdivision 5,Move In,Non-Breeding,1,1500,growing,2018-05-07,10:22,10
37A,2018-05-07T10:22:32Z,Subdivision 3,Move Out,Non-Breeding,1,1500,growing,2018-05-07,10:22,10
34,2018-05-09T08:11:00Z,Subdivision 10,Move In,Non-Breeding,1,1500,growing,2018-05-09,08:11,08
36,2018-05-09T08:11:00Z,Subdivision 5,Move Out,Non-Breeding,1,1500,growing,2018-05-09,08:11,08
34,2018-05-10T17:12:00Z,Subdivision 10,Move Out,Non-Breeding,1,1500,growing,2018-05-10,17:12,17
37B,2018-05-10T17:12:00Z,Subdivision 8,Move In,Non-Breeding,1,1500,growing,2018-05-10,17:12,17
37B,2018-05-14T08:13:00Z,Subdivision 7,Move In,Non-Breeding,1,1500,growing,2018-05-14,08:13,08
37B,2018-05-14T08:13:00Z,Subdivision 8,Move Out,Non-Breeding,1,1500,growing,2018-05-14,08:13,08
37B,2018-05-17T15:16:00Z,Subdivision 7,Move Out,Non-Breeding,1,1500,growing,2018-05-17,15:16,15
57,2018-05-17T15:16:00Z,57,Move In,Non-Breeding,1,1500,growing,2018-05-17,15:16,15
55,2018-05-19T10:08:00Z,Subdivision 1,Move In,Non-Breeding,1,1500,growing,2018-05-19,10:08,10
57,2018-05-19T10:08:00Z,57,Move Out,Non-Breeding,1,1500,growing,2018-05-19,10:08,10
55,2018-05-21T10:09:00Z,Subdivision 1,Move Out,Non-Breeding,1,1500,growing,2018-05-21,10:09,10
55,2018-05-21T10:09:00Z,Subdivision 4,Move In,Non-Breeding,1,1500,growing,2018-05-21,10:09,10
55,2018-05-22T10:10:00Z,Subdivision 4,Move Out,Non-Breeding,1,1500,growing,2018-05-22,10:10,10
55,2018-05-28T10:10:00Z,Subdivision 5,Move In,Non-Breeding,1,1500,growing,2018-05-28,10:10,10
52,2018-05-30T09:05:00Z,Subdivision 2,Move In,Non-Breeding,1,1500,growing,2018-05-30,09:05,09
55,2018-05-30T09:05:00Z,Subdivision 5,Move Out,Non-Breeding,1,1500,growing,2018-05-30,09:05,09
52,2018-05-30T09:07:00Z,Subdivision 2,Move Out,Non-Breeding,1,1500,growing,2018-05-30,09:07,09
53,2018-05-30T09:07:00Z,Subdivision 14,Move In,Non-Breeding,1,1500,growing,2018-05-30,09:07,09
52,2018-06-01T09:07:00Z,Subdivision 3,Move In,Non-Breeding,1,1500,growing,2018-06-01,09:07,09
53,2018-06-01T09:07:00Z,Subdivision 14,Move Out,Non-Breeding,1,1500,growing,2018-06-01,09:07,09
52,2018-06-04T09:09:00Z,Subdivision 3,Move Out,Non-Breeding,1,1500,growing,2018-06-04,09:09,09
52,2018-06-04T09:09:00Z,Subdivision 4,Move In,Non-Breeding,1,1500,growing,2018-06-04,09:09,09
51,2018-06-07T09:10:00Z,51,Move In,Non-Breeding,1,1500,growing,2018-06-07,09:10,09
52,2018-06-07T09:10:00Z,Subdivision 4,Move Out,Non-Breeding,1,1500,growing,2018-06-07,09:10,09
50,2018-06-10T07:11:00Z,50,Move In,Non-Breeding,1,1500,growing,2018-06-10,07:11,07
51,2018-06-10T07:11:00Z,51,Move Out,Non-Breeding,1,1500,growing,2018-06-10,07:11,07
48,2018-06-18T07:12:00Z,Subdivision 1,Move In,Non-Breeding,1,1500,growing,2018-06-18,07:12,07
50,2018-06-18T07:12:00Z,50,Move Out,Non-Breeding,1,1500,growing,2018-06-18,07:12,07
48,2018-06-20T08:50:00Z,Subdivision 1,Move Out,Non-Breeding,1,1500,growing,2018-06-20,08:50,08
48,2018-06-20T08:50:00Z,Subdivision 2,Move In,Non-Breeding,1,1500,growing,2018-06-20,08:50,08
43,2018-06-22T12:54:00Z,Subdivision 5,Move In,Non-Breeding,1,1500,growing,2018-06-22,12:54,12
48,2018-06-22T12:54:00Z,Subdivision 2,Move Out,Non-Breeding,1,1500,growing,2018-06-22,12:54,12
43,2018-06-23T13:13:00Z,Subdivision 4,Move In,Non-Breeding,1,1500,growing,2018-06-23,13:13,13
43,2018-06-23T13:13:00Z,Subdivision 5,Move Out,Non-Breeding,1,1500,growing,2018-06-23,13:13,13
43,2018-06-25T13:26:00Z,Subdivision 3,Move In,Non-Breeding,1,1500,growing,2018-06-25,13:26,13
43,2018-06-25T13:26:00Z,Subdivision 4,Move Out,Non-Breeding,1,1500,growing,2018-06-25,13:26,13
43,2018-06-27T08:27:00Z,Subdivision 1,Move In,Non-Breeding,1,1500,growing,2018-06-27,08:27,08
43,2018-06-27T08:27:00Z,Subdivision 3,Move Out,Non-Breeding,1,1500,growing,2018-06-27,08:27,08
43,2018-06-27T09:27:00Z,Subdivision 1,Move Out,Non-Breeding,1,1500,growing,2018-06-27,09:27,09
43,2018-06-27T09:27:00Z,Subdivision 11,Move In,Non-Breeding,2,1500,growing,2018-06-27,09:27,09
43,2018-06-28T13:31:00Z,Subdivision 11,Move Out,Non-Breeding,2,2359,growing,2018-06-28,13:31,13
49,2018-06-28T13:31:00Z,Subdivision 2,Move In,Non-Breeding,2,2359,growing,2018-06-28,13:31,13
43,2018-06-30T13:35:00Z,Subdivision 12,Move In,Non-Breeding,2,2361,growing,2018-06-30,13:35,13
49,2018-06-30T13:35:00Z,Subdivision 2,Move Out,Non-Breeding,2,2361,growing,2018-06-30,13:35,13
43,2018-07-02T08:35:00Z,Subdivision 12,Move Out,Non-Breeding,2,2363,dormant,2018-07-02,08:35,08
43,2018-07-02T08:35:00Z,Subdivision 8,Move In,Non-Breeding,2,2363,dormant,2018-07-02,08:35,08
43,2018-07-04T08:20:00Z,Subdivision 8,Move Out,Non-Breeding,2,2365,dormant,2018-07-04,08:20,08
43,2018-07-04T08:20:00Z,Subdivision 9,Move In,Non-Breeding,2,2365,dormant,2018-07-04,08:20,08
42,2018-07-06T08:21:00Z,42,Move In,Non-Breeding,2,2367,dormant,2018-07-06,08:21,08
43,2018-07-06T08:21:00Z,Subdivision 9,Move Out,Non-Breeding,2,2367,dormant,2018-07-06,08:21,08
42,2018-07-09T08:27:00Z,42,Move Out,Non-Breeding,2,2370,dormant,2018-07-09,08:27,08
44,2018-07-09T08:27:00Z,44,Move In,Non-Breeding,2,2370,dormant,2018-07-09,08:27,08
44,2018-07-12T08:32:00Z,44,Move Out,Non-Breeding,2,2373,dormant,2018-07-12,08:32,08
46,2018-07-12T08:32:00Z,Subdivision 2,Move In,Non-Breeding,2,2373,dormant,2018-07-12,08:32,08
46,2018-07-14T08:48:00Z,Subdivision 2,Move Out,Non-Breeding,2,2375,dormant,2018-07-14,08:48,08
47,2018-07-14T09:24:07Z,Subdivision 1,Move In,Non-Breeding,2,2375,dormant,2018-07-14,09:24,09
47,2018-07-16T08:57:00Z,Subdivision 1,Move Out,Non-Breeding,2,2377,dormant,2018-07-16,08:57,08
47,2018-07-16T10:24:36Z,Subdivision 2,Move In,Non-Breeding,2,2377,dormant,2018-07-16,10:24,10
47,2018-07-17T08:01:00Z,Subdivision 2,Move Out,Non-Breeding,2,2378,dormant,2018-07-17,08:01,08
46,2018-07-17T09:26:06Z,Subdivision 1,Move In,Non-Breeding,2,2378,dormant,2018-07-17,09:26,09
46,2018-07-18T09:26:52Z,Subdivision 1,Move Out,Non-Breeding,2,2379,dormant,2018-07-18,09:26,09
45,2018-07-18T17:02:00Z,45,Move In,Non-Breeding,2,2380,dormant,2018-07-18,17:02,17
40,2018-07-20T09:10:00Z,Apple Orchard,Move In,Non-Breeding,2,2381,dormant,2018-07-20,09:10,09
45,2018-07-20T09:10:00Z,45,Move Out,Non-Breeding,2,2381,dormant,2018-07-20,09:10,09
40,2018-07-23T08:10:00Z,Apple Orchard,Move Out,Non-Breeding,2,2384,dormant,2018-07-23,08:10,08
40,2018-07-23T08:10:00Z,Lower China,Move In,Non-Breeding,2,2384,dormant,2018-07-23,08:10,08
40,2018-07-26T07:52:00Z,Lower China,Move Out,Non-Breeding,2,2387,dormant,2018-07-26,07:52,07
40,2018-07-26T07:52:00Z,Middle China North,Move In,Non-Breeding,2,2387,dormant,2018-07-26,07:52,07
40,2018-07-28T07:53:00Z,Middle China North,Move Out,Non-Breeding,2,2389,dormant,2018-07-28,07:53,07
40,2018-07-28T07:53:00Z,Middle China South,Move In,Non-Breeding,2,2389,dormant,2018-07-28,07:53,07
40,2018-07-29T07:59:00Z,Middle China South,Move Out,Non-Breeding,2,2390,dormant,2018-07-29,07:59,07
41,2018-07-29T07:59:00Z,Subdivision 10,Move In,Non-Breeding,2,2390,dormant,2018-07-29,07:59,07
41,2018-07-30T08:45:00Z,Subdivision 10,Move Out,Non-Breeding,2,2391,dormant,2018-07-30,08:45,08
41,2018-07-30T08:45:00Z,Subdivision 7,Move In,Non-Breeding,2,2391,dormant,2018-07-30,08:45,08
41,2018-07-31T08:47:00Z,Subdivision 6,Move In,Non-Breeding,2,2392,dormant,2018-07-31,08:47,08
41,2018-07-31T08:47:00Z,Subdivision 7,Move Out,Non-Breeding,2,2392,dormant,2018-07-31,08:47,08
41,2018-08-01T08:48:00Z,Subdivision 6,Move Out,Non-Breeding,2,2393,dormant,2018-08-01,08:48,08
41,2018-08-01T08:48:00Z,Subdivision 8,Move In,Non-Breeding,2,2393,dormant,2018-08-01,08:48,08
41,2018-08-02T08:49:00Z,Subdivision 5,Move In,Non-Breeding,9,2394,dormant,2018-08-02,08:49,08
41,2018-08-02T08:49:00Z,Subdivision 8,Move Out,Non-Breeding,2,2394,dormant,2018-08-02,08:49,08
41,2018-08-03T08:50:00Z,Subdivision 5,Move Out,Non-Breeding,9,2907,dormant,2018-08-03,08:50,08
41,2018-08-03T08:50:00Z,Subdivision 9,Move In,Non-Breeding,9,2907,dormant,2018-08-03,08:50,08
41,2018-08-04T08:52:00Z,Subdivision 4,Move In,Non-Breeding,9,2908,dormant,2018-08-04,08:52,08
41,2018-08-04T08:52:00Z,Subdivision 9,Move Out,Non-Breeding,9,2908,dormant,2018-08-04,08:52,08
41,2018-08-05T08:53:00Z,Subdivision 11,Move In,Non-Breeding,9,2909,dormant,2018-08-05,08:53,08
41,2018-08-05T08:53:00Z,Subdivision 4,Move Out,Non-Breeding,9,2909,dormant,2018-08-05,08:53,08
38A,2018-08-06T09:02:00Z,Bees,Move In,Non-Breeding,9,2910,dormant,2018-08-06,09:02,09
41,2018-08-06T09:02:00Z,Subdivision 11,Move Out,Non-Breeding,9,2910,dormant,2018-08-06,09:02,09
38A,2018-08-09T09:03:00Z,Bees,Move Out,Non-Breeding,17,14183,dormant,2018-08-09,09:03,09
38A,2018-08-09T09:03:00Z,Flat,Move In,Non-Breeding,17,14183,dormant,2018-08-09,09:03,09
38A,2018-08-11T09:04:00Z,Finger 1,Move In,Non-Breeding,17,14185,dormant,2018-08-11,09:04,09
38A,2018-08-11T09:04:00Z,Flat,Move Out,Non-Breeding,17,14185,dormant,2018-08-11,09:04,09
38A,2018-08-13T09:04:00Z,Finger 1,Move Out,Non-Breeding,17,14187,dormant,2018-08-13,09:04,09
38A,2018-08-13T09:04:00Z,Finger 2,Move In,Non-Breeding,17,14187,dormant,2018-08-13,09:04,09
38A,2018-08-13T10:29:23Z,Finger 2,Move Out,Non-Breeding,17,14487,dormant,2018-08-13,10:29,10
59,2018-08-13T10:29:00Z,59,Move In,Non-Breeding,17,14487,dormant,2018-08-13,10:29,10
59,2018-08-25T10:35:00Z,59,Move Out,Non-Breeding,17,12999,dormant,2018-08-25,10:35,10
60,2018-08-25T10:38:00Z,60,Move In,Non-Breeding,16,12999,dormant,2018-08-25,10:38,10
58A,2018-09-19T10:43:00Z,Subdivision 2,Move In,Non-Breeding,12,7582,dormant,2018-09-19,10:43,10
60,2018-09-19T10:43:00Z,60,Move Out,Non-Breeding,16,7582,dormant,2018-09-19,10:43,10
56,2018-09-20T14:44:00Z,56,Move In,Non-Breeding,12,7582,dormant,2018-09-20,14:44,14
58A,2018-09-20T14:44:00Z,Subdivision 2,Move Out,Non-Breeding,12,7582,dormant,2018-09-20,14:44,14
37B,2018-09-25T11:19:00Z,Subdivision 16,Move In,Non-Breeding,12,7582,dormant,2018-09-25,11:19,11
56,2018-09-25T11:19:00Z,56,Move Out,Non-Breeding,12,7582,dormant,2018-09-25,11:19,11
37B,2018-09-26T11:41:00Z,Subdivision 16,Move Out,Non-Breeding,7,7070,dormant,2018-09-26,11:41,11
37B,2018-09-26T11:41:00Z,Subdivision 8,Move In,Non-Breeding,5,7070,dormant,2018-09-26,11:41,11
37B,2018-09-27T11:42:00Z,Subdivision 8,Move Out,Non-Breeding,5,7070,dormant,2018-09-27,11:42,11
37B,2018-09-27T11:42:00Z,Subdivision 9,Move In,Non-Breeding,5,7070,dormant,2018-09-27,11:42,11
37B,2018-09-28T08:00:00Z,Subdivision 10,Move In,Non-Breeding,5,7070,dormant,2018-09-28,08:00,08
37B,2018-09-28T08:00:00Z,Subdivision 9,Move Out,Non-Breeding,5,7070,dormant,2018-09-28,08:00,08
37B,2018-09-28T11:43:00Z,Subdivision 10,Move Out,Non-Breeding,5,7070,dormant,2018-09-28,11:43,11
37B,2018-09-28T11:43:00Z,Subdivision 11,Move In,Non-Breeding,5,7070,dormant,2018-09-28,11:43,11
37B,2018-09-29T11:44:00Z,Subdivision 11,Move Out,Non-Breeding,5,7070,dormant,2018-09-29,11:44,11
37B,2018-09-29T11:44:00Z,Subdivision 12,Move In,Non-Breeding,5,7070,dormant,2018-09-29,11:44,11
37B,2018-09-30T11:45:00Z,Subdivision 12,Move Out,Non-Breeding,5,7070,dormant,2018-09-30,11:45,11
37B,2018-09-30T11:45:00Z,Subdivision 13,Move In,Non-Breeding,5,7070,dormant,2018-09-30,11:45,11
37B,2018-09-30T18:47:00Z,Subdivision 13,Move Out,Non-Breeding,5,7070,dormant,2018-09-30,18:47,18
37B,2018-09-30T18:47:00Z,Subdivision 14,Move In,Non-Breeding,5,7070,dormant,2018-09-30,18:47,18
37B,2018-10-01T11:48:00Z,Subdivision 14,Move Out,Non-Breeding,5,7070,dormant,2018-10-01,11:48,11
37B,2018-10-01T11:48:00Z,Subdivision 15,Move In,Non-Breeding,5,7070,dormant,2018-10-01,11:48,11
37B,2018-10-02T11:50:00Z,Subdivision 15,Move Out,Non-Breeding,5,7070,dormant,2018-10-02,11:50,11
39B,2018-10-02T11:50:00Z,Subdivision 4,Move In,Non-Breeding,5,7070,dormant,2018-10-02,11:50,11
39B,2018-10-03T13:48:00Z,Subdivision 4,Move Out,Non-Breeding,5,5570,dormant,2018-10-03,13:48,13
39B,2018-10-03T13:48:00Z,Subdivision 7,Move In,Non-Breeding,4,5570,dormant,2018-10-03,13:48,13
39B,2018-10-04T17:49:00Z,Subdivision 10,Move In,Non-Breeding,4,5570,dormant,2018-10-04,17:49,17
39B,2018-10-04T17:49:00Z,Subdivision 7,Move Out,Non-Breeding,4,5570,dormant,2018-10-04,17:49,17
39B,2018-10-05T08:00:00Z,Subdivision 10,Move Out,Non-Breeding,4,5570,dormant,2018-10-05,08:00,08
39B,2018-10-05T08:00:00Z,Subdivision 11,Move In,Non-Breeding,4,5570,dormant,2018-10-05,08:00,08
39B,2018-10-05T16:54:00Z,Subdivision 11,Move Out,Non-Breeding,4,5570,dormant,2018-10-05,16:54,16
39B,2018-10-05T16:54:00Z,Subdivision 8,Move In,Non-Breeding,4,5570,dormant,2018-10-05,16:54,16
39B,2018-10-06T13:55:00Z,Subdivision 8,Move Out,Non-Breeding,4,5570,dormant,2018-10-06,13:55,13
39B,2018-10-06T13:55:00Z,Subdivision 9,Move In,Non-Breeding,4,5570,dormant,2018-10-06,13:55,13
38A,2018-10-09T08:00:00Z,Bees,Move In,Non-Breeding,4,5570,dormant,2018-10-09,08:00,08
39B,2018-10-09T08:00:00Z,Subdivision 9,Move Out,Non-Breeding,4,5570,dormant,2018-10-09,08:00,08
35,2018-10-10T16:48:00Z,Subdivision 5,Move In,Non-Breeding,4,5570,dormant,2018-10-10,16:48,16
38A,2018-10-10T16:48:00Z,Bees,Move Out,Non-Breeding,4,5570,dormant,2018-10-10,16:48,16
32,2018-10-11T09:11:00Z,Subdivision 1,Move In,Non-Breeding,4,5570,dormant,2018-10-11,09:11,09
35,2018-10-11T09:11:00Z,Subdivision 5,Move Out,Non-Breeding,4,5570,dormant,2018-10-11,09:11,09
11,2018-10-12T16:34:00Z,11,Move In,Non-Breeding,4,5570,dormant,2018-10-12,16:34,16
32,2018-10-12T16:34:00Z,Subdivision 1,Move Out,Non-Breeding,4,5570,dormant,2018-10-12,16:34,16
11,2018-10-15T09:35:00Z,11,Move Out,Non-Breeding,4,5570,dormant,2018-10-15,09:35,09
8,2018-10-15T09:35:00Z,Subdivision 2,Move In,Non-Breeding,4,5570,dormant,2018-10-15,09:35,09
35,2017-12-05T14:26:28Z,Oak Hill North Oaks,Move In,Ranch Horses,5,6250,growing,2017-12-05,14:26,14
34,2017-12-12T08:30:24Z,Horses,Move In,Ranch Horses,5,6250,growing,2017-12-12,08:30,08
35,2017-12-12T08:30:24Z,Oak Hill North Oaks,Move Out,Ranch Horses,5,6250,growing,2017-12-12,08:30,08
34,2018-01-03T13:57:39Z,Horses,Move Out,Ranch Horses,5,6250,growing,2018-01-03,13:57,13
34,2018-01-03T13:57:39Z,Subdivision 6,Move In,Ranch Horses,5,6250,growing,2018-01-03,13:57,13
34,2018-01-12T09:06:30Z,Subdivision 6,Move Out,Ranch Horses,5,6250,growing,2018-01-12,09:06,09
35,2018-01-12T09:06:30Z,Oak Hill Draw,Move In,Ranch Horses,5,6250,growing,2018-01-12,09:06,09
35,2018-01-29T12:11:26Z,Oak Hill Draw,Move Out,Ranch Horses,5,6250,growing,2018-01-29,12:11,12
58B,2018-05-01T14:24:00Z,Subdivision 2,Move In,Ranch Horses,5,6250,growing,2018-05-01,14:24,14
58A,2018-05-25T14:25:00Z,Subdivision 1,Move In,Ranch Horses,5,6250,growing,2018-05-25,14:25,14
58B,2018-05-25T14:25:00Z,Subdivision 2,Move Out,Ranch Horses,5,6250,growing,2018-05-25,14:25,14
37B,2018-07-26T14:27:00Z,Subdivision 16,Move In,Ranch Horses,5,6250,dormant,2018-07-26,14:27,14
58A,2018-07-26T14:27:00Z,Subdivision 1,Move Out,Ranch Horses,5,6250,dormant,2018-07-26,14:27,14
35,2018-09-20T14:29:00Z,Oak Hill North Oaks,Move In,Ranch Horses,5,6250,dormant,2018-09-20,14:29,14
37B,2018-09-20T14:29:00Z,Subdivision 16,Move Out,Ranch Horses,5,6250,dormant,2018-09-20,14:29,14
35,2018-10-03T14:30:00Z,Oak Hill Draw,Move In,Ranch Horses,5,6250,dormant,2018-10-03,14:30,14
35,2018-10-03T14:30:00Z,Oak Hill North Oaks,Move Out,Ranch Horses,5,6250,dormant,2018-10-03,14:30,14
53,2017-11-15T00:00:00Z,Subdivision 4,Move In,Retired Horses,3,3750,growing,2017-11-15,00:00,00
52,2017-11-21T00:00:04Z,Subdivision 2,Move In,Retired Horses,3,3750,growing,2017-11-21,00:00,00
53,2017-11-21T00:00:00Z,Subdivision 4,Move Out,Retired Horses,3,3750,growing,2017-11-21,00:00,00
52,2017-12-08T13:33:18Z,Subdivision 2,Move Out,Retired Horses,3,3750,growing,2017-12-08,13:33,13
55,2017-12-08T13:33:18Z,Subdivision 1,Move In,Retired Horses,3,3750,growing,2017-12-08,13:33,13
53,2018-01-02T13:33:35Z,Subdivision 3,Move In,Retired Horses,3,3750,growing,2018-01-02,13:33,13
55,2018-01-02T13:33:35Z,Subdivision 1,Move Out,Retired Horses,3,3750,growing,2018-01-02,13:33,13
53,2018-01-05T07:57:43Z,Subdivision 3,Move Out,Retired Horses,3,3750,growing,2018-01-05,07:57,07
53,2018-01-05T07:57:43Z,Subdivision 8,Move In,Retired Horses,3,3750,growing,2018-01-05,07:57,07
53,2018-01-08T08:58:42Z,Subdivision 10,Move In,Retired Horses,3,3750,growing,2018-01-08,08:58,08
53,2018-01-08T08:58:42Z,Subdivision 8,Move Out,Retired Horses,3,3750,growing,2018-01-08,08:58,08
53,2018-01-12T09:07:39Z,Subdivision 10,Move Out,Retired Horses,3,3750,growing,2018-01-12,09:07,09
53,2018-01-12T09:07:39Z,Subdivision 11,Move In,Retired Horses,3,3750,growing,2018-01-12,09:07,09
53,2018-02-03T08:45:37Z,Subdivision 11,Move Out,Retired Horses,3,3750,growing,2018-02-03,08:45,08
53,2018-02-03T08:45:37Z,Subdivision 12,Move In,Retired Horses,3,3750,growing,2018-02-03,08:45,08
53,2018-04-20T08:17:00Z,Subdivision 12,Move Out,Retired Horses,3,3750,growing,2018-04-20,08:17,08
16B,2018-08-12T14:19:00Z,Subdivision 3,Move In,Retired Horses,3,3750,dormant,2018-08-12,14:19,14
16B,2018-09-06T14:21:00Z,Subdivision 2,Move In,Retired Horses,3,3750,dormant,2018-09-06,14:21,14
16B,2018-09-06T14:21:00Z,Subdivision 3,Move Out,Retired Horses,3,3750,dormant,2018-09-06,14:21,14
16B,2018-09-19T14:22:00Z,Subdivision 1,Move In,Retired Horses,3,3750,dormant,2018-09-19,14:22,14
16B,2018-09-19T14:22:00Z,Subdivision 2,Move Out,Retired Horses,3,3750,dormant,2018-09-19,14:22,14
16B,2018-09-26T14:22:00Z,Subdivision 1,Move Out,Retired Horses,3,3750,dormant,2018-09-26,14:22,14
33,2018-09-26T14:22:00Z,33,Move In,Retired Horses,3,3750,dormant,2018-09-26,14:22,14
32,2018-10-08T14:23:00Z,Subdivision 2,Move In,Retired Horses,3,3750,dormant,2018-10-08,14:23,14
33,2018-10-08T14:23:00Z,33,Move Out,Retired Horses,3,3750,dormant,2018-10-08,14:23,14
32,2018-10-15T07:38:00Z,Subdivision 1,Move In,Retired Horses,3,3750,dormant,2018-10-15,07:38,07
32,2018-10-15T07:38:00Z,Subdivision 2,Move Out,Retired Horses,3,3750,dormant,2018-10-15,07:38,07
