Label,Estimate,se,cv,lcl,ucl,df,species
TOKA-028,1.1822516718730558,1.0890601750617932,0.9211745696551918,6.488425075513444e-5,21541.7300713152,1.0064393917205927,GRSP
TOKA-029,1.1526953800762294,1.0753176873384043,0.9328723840875393,5.744813906534146e-5,23128.802096405827,1.0062781554890308,GRSP
TOKA-030,0.5700141989387948,0.7555776895168782,1.3255418740858564,1.734412535462461e-6,187335.0084529923,1.0031021311409085,GRSP
TOKA-031,1.1526953800762294,1.0753176873384043,0.9328723840875393,5.744813906534146e-5,23128.802096405827,1.0062781554890308,GRSP
TOKA-032,1.3300331308571878,1.1553540597102825,0.8686656241154481,1.1372632849682877e-4,15554.78096021627,1.007245766290272,GRSP
TOKA-033,0,0,0,0,0,0,GRSP
TOKA-034,0,0,0,0,0,0,GRSP
TOKA-035,0,0,0,0,0,0,GRSP
TOKA-036,0.4926048632804399,0.7023280243144815,1.425743180116852,8.253989740431908e-7,293990.61418610776,1.00268057264618,GRSP
TOKA-037,0,0,0,0,0,0,GRSP
TOKA-038,0,0,0,0,0,0,GRSP
TOKA-039,0.8866887539047918,0.942775941030323,1.0632546503815854,1.594997059418833e-5,49292.68939139645,1.0048276096429762,GRSP
TOKA-040,0.22167218847619796,0.47096262701381003,2.12459050569792,1.4319739415438361e-8,3431526.0716860457,1.001205814443065,GRSP
TOKA-041,0.3694536474603299,0.6081322056859154,1.6460311323661074,1.9028945222232525e-7,717307.2181755309,1.0020100936913716,GRSP
TOKA-042,0,0,0,0,0,0,GRSP
TOKA-043,0,0,0,0,0,0,GRSP
TOKA-044,0,0,0,0,0,0,GRSP
TOKA-045,0,0,0,0,0,0,GRSP
TOKA-046,0.6333491099319941,0.7965172841519639,1.2576275416846958,2.958274768937124e-6,135596.29391551457,1.003447108424153,GRSP
TOKA-047,0.8866887539047917,0.9427759410303229,1.0632546503815854,1.594997059418833e-5,49292.689391396445,1.0048276096429762,GRSP
TOKA-048,2.2167218847619794,1.493346122477003,0.6736731985832094,0.0011585083573121989,4241.536872278686,1.0120907830563568,GRSP
TOKA-049,0,0,0,0,0,0,GRSP
TOKA-050,0,0,0,0,0,0,GRSP
TOKA-051,0,0,0,0,0,0,GRSP
TOKA-052,0,0,0,0,0,0,GRSP
TOKA-053,0.22167218847619796,0.47096262701381003,2.12459050569792,1.4319739415438361e-8,3431526.0716860457,1.001205814443065,GRSP
TOKA-054,0,0,0,0,0,0,GRSP
TOKA-055,0.9852097265608798,0.9939058750148586,1.0088266977269245,2.6793671264812096e-5,36226.398231021616,1.0053647270666475,GRSP
TOKA-056,0.6650165654285939,0.8162224167079428,1.22737155604823,3.7850079589048074e-6,116841.77076932951,1.0036196192690394,GRSP
TOKA-057,1.393368041850387,1.1826440310216704,0.8487664389453944,1.4160166527824646e-4,13710.816862464124,1.0075914540708657,GRSP
TOKA-058,0,0,0,0,0,0,GRSP
TOKA-059,0,0,0,0,0,0,GRSP
TOKA-060,0.5172351064444618,0.7196961340894862,1.3914294005230359,1.0582550584557507e-6,252804.9860957033,1.0028146953004728,GRSP
TOKA-061,1.393368041850387,1.1826440310216704,0.8487664389453944,1.4160166527824646e-4,13710.816862464124,1.0075914540708657,GRSP
TOKA-062,0,0,0,0,0,0,GRSP
TOKA-063,0,0,0,0,0,0,GRSP
TOKA-064,0,0,0,0,0,0,GRSP
TOKA-065,0,0,0,0,0,0,GRSP
TOKA-066,0.14778145898413197,0.38450076739229777,2.601820079700144,1.9200039344447594e-9,11374643.159673702,1.0008037957046247,GRSP
TOKA-067,0.9975248481428908,1.0001151940580657,1.002596773323489,2.8473680326242146e-5,34946.512402382556,1.0054318768182153,GRSP
TOKA-068,1.950715258590542,1.4003791731605078,0.7178798479140053,6.604152010831551e-4,5761.9661295755495,1.0106360595526585,GRSP
TOKA-069,0,0,0,0,0,0,GRSP
TOKA-070,1.2413642554667084,1.1160439905241704,0.8990463400322236,8.194985902870552e-5,18804.00080017998,1.0067619028661237,GRSP
TOKA-071,0.22167218847619796,0.47096262701381003,2.12459050569792,1.4319739415438361e-8,3431526.0716860457,1.001205814443065,GRSP
TOKA-072,0,0,0,0,0,0,GRSP
TOKA-073,0,0,0,0,0,0,GRSP
TOKA-074,0,0,0,0,0,0,GRSP
TOKA-075,0,0,0,0,0,0,GRSP
TOKA-076,0,0,0,0,0,0,GRSP
TOKA-077,0,0,0,0,0,0,GRSP
TOKA-078,0.14778145898413197,0.38450076739229777,2.601820079700144,1.9200039344447594e-9,11374643.159673702,1.0008037957046247,GRSP
TOKA-079,0.4926048632804399,0.7023280243144815,1.425743180116852,8.253989740431908e-7,293990.61418610776,1.00268057264618,GRSP
TOKA-080,0.7980198785143127,0.8942882267981482,1.1206340228805578,9.449959235626154e-6,67390.31466962743,1.0043443264569925,GRSP
TOKA-081,0.8866887539047918,0.942775941030323,1.0632546503815854,1.594997059418833e-5,49292.68939139645,1.0048276096429762,GRSP
TOKA-082,0.3694536474603299,0.6081322056859154,1.6460311323661074,1.9028945222232525e-7,717307.2181755309,1.0020100936913716,GRSP
TOKA-083,0,0,0,0,0,0,GRSP
TOKA-084,0,0,0,0,0,0,GRSP
TOKA-085,0,0,0,0,0,0,GRSP
TOKA-086,0.5911258359365279,0.7694647062696702,1.3016935811147519,2.08592457158035e-6,167517.9240287303,1.0032171169899067,GRSP
TOKA-087,0.8866887539047918,0.942775941030323,1.0632546503815854,1.594997059418833e-5,49292.68939139645,1.0048276096429762,GRSP
TOKA-088,0,0,0,0,0,0,GRSP
TOKA-089,0,0,0,0,0,0,GRSP
TOKA-090,0,0,0,0,0,0,GRSP
TOKA-091,0,0,0,0,0,0,GRSP
TOKA-092,0,0,0,0,0,0,GRSP
TOKA-093,0,0,0,0,0,0,GRSP
TOKA-094,0,0,0,0,0,0,GRSP
TOKA-095,0,0,0,0,0,0,GRSP
TOKA-096,0,0,0,0,0,0,GRSP
TOKA-097,0,0,0,0,0,0,GRSP
TOKA-098,0,0,0,0,0,0,GRSP
TOKA-099,0,0,0,0,0,0,GRSP
TOKA-100,0,0,0,0,0,0,GRSP
TOKA-101,0,0,0,0,0,0,GRSP
TOKA-102,0,0,0,0,0,0,GRSP
TOKA-103,0,0,0,0,0,0,GRSP
TOKA-104,0.8866887539047918,0.942775941030323,1.0632546503815854,1.594997059418833e-5,49292.68939139645,1.0048276096429762,GRSP
TOKA-105,0,0,0,0,0,0,GRSP
TOKA-106,1.3300331308571878,1.1553540597102825,0.8686656241154481,1.1372632849682877e-4,15554.78096021627,1.007245766290272,GRSP
TOKA-107,1.7733775078095837,1.334888906288782,0.7527381510198536,4.306502367046577e-4,7302.603173446524,1.009666824106769,GRSP
TOKA-108,1.9950496962857815,1.416288074248113,0.7099011502745225,7.297016718298747e-4,5454.589792385665,1.0108784409421863,GRSP
TOKA-109,0.7389072949206598,0.8604602393190556,1.164503646443831,6.4305423789694376e-6,84904.81180445413,1.0040222021377063,GRSP
TOKA-110,1.1083609423809897,1.0543723875224398,0.9512897353252351,4.7541104602589974e-5,25840.03861216028,1.0060363253182205,GRSP
TOKA-111,1.5517053193333856,1.2482996796216022,0.8044695497711338,2.338307922711074e-4,10297.14424974403,1.0084559325546254,GRSP
TOKA-112,0.8866887539047918,0.942775941030323,1.0632546503815854,1.594997059418833e-5,49292.68939139645,1.0048276096429762,GRSP
TOKA-113,0,0,0,0,0,0,GRSP
TOKA-114,1.3300331308571878,1.1553540597102825,0.8686656241154481,1.1372632849682877e-4,15554.78096021627,1.007245766290272,GRSP
TOKA-115,0.55418047119049485,0.7449936365417426,1.3443159318503977,1.5031556283232632e-6,204314.1700447212,1.003015896071467,GRSP
TOKA-116,0.4433443769523959,0.6662423036873302,1.5027647542688196,4.82326040844156e-7,407513.2170581198,1.0024123542009058,GRSP
TOKA-117,1.3300331308571878,1.1553540597102825,0.8686656241154481,1.1372632849682877e-4,15554.78096021627,1.007245766290272,GRSP
TOKA-119,1.2191970366190887,1.1060012050343853,0.9071554242794071,7.51916590375934e-5,19768.700852279308,1.006640955142426,GRSP
TOKA-120,0.4433443769523959,0.6662423036873302,1.5027647542688196,4.82326040844156e-7,407513.2170581198,1.0024123542009058,GRSP
TOKA-121,0,0,0,0,0,0,GRSP
TOKA-122,1.3300331308571878,1.1553540597102825,0.8686656241154481,1.1372632849682877e-4,15554.78096021627,1.007245766290272,GRSP
TOKA-123,0.8866887539047918,0.942775941030323,1.0632546503815854,1.594997059418833e-5,49292.68939139645,1.0048276096429762,GRSP
TOKA-124,0,0,0,0,0,0,GRSP
TOKA-125,0,0,0,0,0,0,GRSP
TOKA-126,0.7758526596666928,0.8817535666892394,1.1364961577473252,8.20988371487987e-6,73319.83867455898,1.0042235237930637,GRSP
TOKA-127,0,0,0,0,0,0,GRSP
TOKA-129,0.07389072949206599,0.27185579776298585,3.679159748885364,7.064399549998955e-11,77286680.43514721,1.0004018575568807,GRSP
TOKA-130,0,0,0,0,0,0,GRSP
TOKA-131,0,0,0,0,0,0,GRSP
TOKA-132,0,0,0,0,0,0,GRSP
TOKA-133,0,0,0,0,0,0,GRSP
TOKA-134,0.8866887539047918,0.942775941030323,1.0632546503815854,1.594997059418833e-5,49292.68939139645,1.0048276096429762,GRSP
TOKA-135,0.7758526596666928,0.8817535666892394,1.1364961577473252,8.20988371487987e-6,73319.83867455898,1.0042235237930637,GRSP
TOKA-136,1.2191970366190887,1.1060012050343853,0.9071554242794071,7.51916590375934e-5,19768.700852279308,1.006640955142426,GRSP
TOKA-137,0.29556291796826395,0.5438753924685318,1.8401340608192613,6.114618896886848e-8,1428665.301158691,1.0016079137720357,GRSP
TOKA-138,0.4433443769523959,0.6662423036873302,1.5027647542688196,4.82326040844156e-7,407513.2170581198,1.0024123542009058,GRSP
TOKA-139,0,0,0,0,0,0,GRSP
TOKA-140,0,0,0,0,0,0,GRSP
TOKA-141,0,0,0,0,0,0,GRSP
TOKA-142,1.3300331308571878,1.1553540597102825,0.8686656241154481,1.1372632849682877e-4,15554.78096021627,1.007245766290272,GRSP
TOKA-143,0,0,0,0,0,0,GRSP
TOKA-144,0.33250828271429694,0.5768959175980423,1.7349820969534522,1.1125471467234083e-7,993771.440601229,1.0018089936579182,GRSP
TOKA-145,0,0,0,0,0,0,GRSP
TOKA-146,0,0,0,0,0,0,GRSP
TOKA-147,0.4433443769523959,0.6662423036873302,1.5027647542688196,4.82326040844156e-7,407513.2170581198,1.0024123542009058,GRSP
TOKA-148,0,0,0,0,0,0,GRSP
TOKA-149,0,0,0,0,0,0,GRSP
TOKA-150,0,0,0,0,0,0,GRSP
TOKA-151,0.8866887539047918,0.942775941030323,1.0632546503815854,1.594997059418833e-5,49292.68939139645,1.0048276096429762,GRSP
TOKA-152,0,0,0,0,0,0,GRSP
TOKA-153,0.8866887539047918,0.942775941030323,1.0632546503815854,1.594997059418833e-5,49292.68939139645,1.0048276096429762,GRSP
TOKA-154,0.08866887539047918,0.29780908750622,3.3586654414497876,1.6543753038052772e-10,47523493.88272612,1.000482238739166,GRSP
TOKA-155,1.2191970366190887,1.1060012050343853,0.9071554242794071,7.51916590375934e-5,19768.700852279308,1.006640955142426,GRSP
TOKA-156,0.8866887539047918,0.942775941030323,1.0632546503815854,1.594997059418833e-5,49292.68939139645,1.0048276096429762,GRSP
TOKA-158,0,0,0,0,0,0,GRSP
TOKA-159,0,0,0,0,0,0,GRSP
TOKA-161,0,0,0,0,0,0,GRSP
TOKA-162,0,0,0,0,0,0,GRSP
TOKA-163,0,0,0,0,0,0,GRSP
TOKA-164,0,0,0,0,0,0,GRSP
TOKA-165,0,0,0,0,0,0,GRSP
TOKA-166,0,0,0,0,0,0,GRSP
TOKA-167,0,0,0,0,0,0,GRSP
TOKA-168,0,0,0,0,0,0,GRSP
TOKA-169,0.6650165654285939,0.8162224167079428,1.22737155604823,3.7850079589048074e-6,116841.77076932951,1.0036196192690394,GRSP
TOKA-170,1.0344702128889236,1.0185184773996412,0.9845798020179483,3.4007292680608836e-5,31467.621707053695,1.005633339504383,GRSP
TOKA-172,0,0,0,0,0,0,GRSP
TOKA-173,0,0,0,0,0,0,GRSP
TOKA-174,0.6650165654285939,0.8162224167079428,1.22737155604823,3.7850079589048074e-6,116841.77076932951,1.0036196192690394,GRSP
TOKA-176,0,0,0,0,0,0,GRSP
TOKA-178,0,0,0,0,0,0,GRSP
TOKA-001,0,0,0,0,0,0,SAVS
TOKA-002,0,0,0,0,0,0,SAVS
TOKA-003,0,0,0,0,0,0,SAVS
TOKA-004,0,0,0,0,0,0,SAVS
TOKA-005,0.10762472888021177,0.3281142568446,3.048688347543221,4.1536980314194327e-10,27886192.445676733,1.0006363237059863,SAVS
TOKA-006,0.7994979859672875,0.8952023742597042,1.1197056027309775,9.62693400799842e-6,66396.73950550404,1.0047317847422066,SAVS
TOKA-007,0,0,0,0,0,0,SAVS
TOKA-008,0.28699927701389805,0.5359503127520636,1.8674273967808985,5.292410590054769e-8,1556352.8869298818,1.0016973107504912,SAVS
TOKA-009,0,0,0,0,0,0,SAVS
TOKA-010,0,0,0,0,0,0,SAVS
TOKA-011,0,0,0,0,0,0,SAVS
TOKA-012,0,0,0,0,0,0,SAVS
TOKA-013,0.23481759028409843,0.4847479428784536,2.064359583504678,1.9200706490526276e-8,2871732.9091008566,1.0013886022756386,SAVS
TOKA-014,0,0,0,0,0,0,SAVS
TOKA-015,0.07827253009469948,0.27980464389226384,3.5747489387878093,9.246767410411138e-11,66256548.86190362,1.000462760904343,SAVS
TOKA-016,2.5829934931250826,1.6132928475206119,0.6245826216034093,0.002269342544763102,2939.994846050443,1.0153273489809491,SAVS
TOKA-017,0.32287418664063533,0.5684912634516792,1.7607206985686348,9.62878043079779e-8,1082668.1649673302,1.0019095752889366,SAVS
TOKA-018,0,0,0,0,0,0,SAVS
TOKA-019,0,0,0,0,0,0,SAVS
TOKA-020,0,0,0,0,0,0,SAVS
TOKA-021,0.9686225599219059,0.9855940998931392,1.017521313949782,2.4913369249570915e-5,37659.68601801322,1.0057341632683272,SAVS
TOKA-022,0.7174981925347451,0.8479503653321049,1.1818153329926926,5.5967874696446e-6,91981.99129103549,1.0042459620353974,SAVS
TOKA-023,0.6026984817291858,0.7770277623914342,1.2892479174032179,2.3193555878647797e-6,156614.82084904148,1.0035660066396503,SAVS
TOKA-024,0.2459993802976269,0.49616353090670523,2.016930003264287,2.4269865157871686e-8,2493449.9929509833,1.001454750106257,SAVS
TOKA-025,1.399121475442753,1.1852879277789772,0.8471658455559707,1.4625598290847626e-4,13384.34752628268,1.0082879161271718,SAVS
TOKA-026,0,0,0,0,0,0,SAVS
TOKA-027,0,0,0,0,0,0,SAVS
TOKA-028,0.5739985540277961,0.7582693432602582,1.3210300582456498,1.8104634084252835e-6,181983.42948702458,1.003396053591901,SAVS
TOKA-029,0.08609978310416941,0.29346498014146716,3.4084287969275504,1.4436732992748197e-10,51349378.382967755,1.000509042853451,SAVS
TOKA-030,0.06149984507440673,0.2480141616791632,4.03276075539863,3.04331555897046e-11,124279946.35743727,1.0003635888860491,SAVS
TOKA-031,0.17219956620833882,0.4150749475328378,2.4104296931308857,4.085464623977208e-9,7258095.059325985,1.0010182145973607,SAVS
TOKA-032,0.5381236444010589,0.734152273723148,1.3642817619364642,1.3038493971544544e-6,222093.94527884564,1.0031836324204886,SAVS
TOKA-033,0,0,0,0,0,0,SAVS
TOKA-034,0,0,0,0,0,0,SAVS
TOKA-035,0.28699927701389805,0.5359503127520636,1.8674273967808985,5.292410590054769e-8,1556352.8869298818,1.0016973107504912,SAVS
TOKA-036,0,0,0,0,0,0,SAVS
TOKA-037,0,0,0,0,0,0,SAVS
TOKA-038,0,0,0,0,0,0,SAVS
TOKA-039,0.10762472888021177,0.3281142568446,3.048688347543221,4.1536980314194327e-10,27886192.445676733,1.0006363237059863,SAVS
TOKA-040,0,0,0,0,0,0,SAVS
TOKA-041,0.43049891552084707,0.6565414702457149,1.5250711362452238,4.1773457342064126e-7,443653.2862172424,1.0025465031620917,SAVS
TOKA-042,0,0,0,0,0,0,SAVS
TOKA-043,0,0,0,0,0,0,SAVS
TOKA-044,0,0,0,0,0,0,SAVS
TOKA-045,0,0,0,0,0,0,SAVS
TOKA-046,0.4919987605952538,0.7019360633362431,1.4267029097532538,8.258493269648601e-7,293107.6802071011,1.0029105523647375,SAVS
TOKA-047,0.17219956620833882,0.4150749475328378,2.4104296931308857,4.085464623977208e-9,7258095.059325985,1.0010182145973607,SAVS
TOKA-048,0,0,0,0,0,0,SAVS
TOKA-049,0,0,0,0,0,0,SAVS
TOKA-050,0,0,0,0,0,0,SAVS
TOKA-051,0,0,0,0,0,0,SAVS
TOKA-052,0,0,0,0,0,0,SAVS
TOKA-053,0.21524945776042353,0.46409740832966623,2.1560909521371006,1.2405494981404973e-8,3734823.087317797,1.001272848802933,SAVS
TOKA-054,0,0,0,0,0,0,SAVS
TOKA-055,0.1913328513425987,0.4375397766024549,2.286799018214601,6.889926396517995e-9,5313302.04360237,1.0011313813773302,SAVS
TOKA-056,0.43049891552084707,0.6565414702457149,1.5250711362452238,4.1773457342064126e-7,443653.2862172424,1.0025465031620917,SAVS
TOKA-057,0.36899907044644037,0.6077841112852903,1.647115561971339,1.9016167748484213e-7,716023.9423171394,1.002182519717892,SAVS
TOKA-058,0,0,0,0,0,0,SAVS
TOKA-059,0,0,0,0,0,0,SAVS
TOKA-060,0,0,0,0,0,0,SAVS
TOKA-061,0.2459993802976269,0.49616353090670523,2.016930003264287,2.4269865157871686e-8,2493449.9929509833,1.001454750106257,SAVS
TOKA-062,0,0,0,0,0,0,SAVS
TOKA-063,0,0,0,0,0,0,SAVS
TOKA-064,0,0,0,0,0,0,SAVS
TOKA-065,0.21524945776042353,0.46409740832966623,2.1560909521371006,1.2405494981404973e-8,3734823.087317797,1.001272848802933,SAVS
TOKA-066,0.14349963850694902,0.3788937894558754,2.640381490839277,1.667716609793842e-9,12347509.241495522,1.000848476361622,SAVS
TOKA-067,0.21524945776042353,0.46409740832966623,2.1560909521371006,1.2405494981404973e-8,3734823.087317797,1.001272848802933,SAVS
TOKA-068,0.9470976141458636,0.9745506151260709,1.0289864535293605,2.230643869174209e-5,40212.33075869063,1.0056065602021549,SAVS
TOKA-069,0,0,0,0,0,0,SAVS
TOKA-070,0.7748980479375248,0.8812904609853507,1.1372985947390122,8.234468878509542e-6,72921.15539649382,1.0045860256556134,SAVS
TOKA-071,0,0,0,0,0,0,SAVS
TOKA-072,0,0,0,0,0,0,SAVS
TOKA-073,0,0,0,0,0,0,SAVS
TOKA-074,0,0,0,0,0,0,SAVS
TOKA-075,0,0,0,0,0,0,SAVS
TOKA-076,0,0,0,0,0,0,SAVS
TOKA-077,0,0,0,0,0,0,SAVS
TOKA-078,0,0,0,0,0,0,SAVS
TOKA-079,0.09566642567129935,0.3093436226318254,3.233565176718323,2.37213115308499e-10,38581614.63298458,1.00056561112672,SAVS
TOKA-080,0.17219956620833882,0.4150749475328378,2.4104296931308857,4.085464623977208e-9,7258095.059325985,1.0010182145973607,SAVS
TOKA-081,0.21524945776042353,0.46409740832966623,2.1560909521371006,1.2405494981404973e-8,3734823.087317797,1.001272848802933,SAVS
TOKA-082,0,0,0,0,0,0,SAVS
TOKA-083,0,0,0,0,0,0,SAVS
TOKA-084,0,0,0,0,0,0,SAVS
TOKA-085,0,0,0,0,0,0,SAVS
TOKA-086,0,0,0,0,0,0,SAVS
TOKA-087,0,0,0,0,0,0,SAVS
TOKA-088,0,0,0,0,0,0,SAVS
TOKA-089,0.10762472888021177,0.3281142568446,3.048688347543221,4.1536980314194327e-10,27886192.445676733,1.0006363237059863,SAVS
TOKA-090,0,0,0,0,0,0,SAVS
TOKA-091,0,0,0,0,0,0,SAVS
TOKA-092,0,0,0,0,0,0,SAVS
TOKA-093,0,0,0,0,0,0,SAVS
TOKA-094,0,0,0,0,0,0,SAVS
TOKA-095,0,0,0,0,0,0,SAVS
TOKA-096,0,0,0,0,0,0,SAVS
TOKA-097,0,0,0,0,0,0,SAVS
TOKA-098,0,0,0,0,0,0,SAVS
TOKA-099,0,0,0,0,0,0,SAVS
TOKA-100,0,0,0,0,0,0,SAVS
TOKA-101,0,0,0,0,0,0,SAVS
TOKA-102,0,0,0,0,0,0,SAVS
TOKA-103,0,0,0,0,0,0,SAVS
TOKA-104,0,0,0,0,0,0,SAVS
TOKA-105,0,0,0,0,0,0,SAVS
TOKA-106,0.21524945776042353,0.46409740832966623,2.1560909521371006,1.2405494981404973e-8,3734823.087317797,1.001272848802933,SAVS
TOKA-107,0.43049891552084707,0.6565414702457149,1.5250711362452238,4.1773457342064126e-7,443653.2862172424,1.0025465031620917,SAVS
TOKA-108,0,0,0,0,0,0,SAVS
TOKA-109,0,0,0,0,0,0,SAVS
TOKA-110,0.21524945776042353,0.46409740832966623,2.1560909521371006,1.2405494981404973e-8,3734823.087317797,1.001272848802933,SAVS
TOKA-111,0.5381236444010589,0.734152273723148,1.3642817619364642,1.3038493971544544e-6,222093.94527884564,1.0031836324204886,SAVS
TOKA-112,0.28699927701389805,0.5359503127520636,1.8674273967808985,5.292410590054769e-8,1556352.8869298818,1.0016973107504912,SAVS
TOKA-113,0.43049891552084707,0.6565414702457149,1.5250711362452238,4.1773457342064126e-7,443653.2862172424,1.0025465031620917,SAVS
TOKA-114,1.1479971080555922,1.073262539949001,0.9349000380034301,5.6986067812960176e-5,23126.65903584731,1.0067978354027054,SAVS
TOKA-115,0.43049891552084707,0.6565414702457149,1.5250711362452238,4.1773457342064126e-7,443653.2862172424,1.0025465031620917,SAVS
TOKA-116,0.43049891552084707,0.6565414702457149,1.5250711362452238,4.1773457342064126e-7,443653.2862172424,1.0025465031620917,SAVS
TOKA-117,0.43049891552084707,0.6565414702457149,1.5250711362452238,4.1773457342064126e-7,443653.2862172424,1.0025465031620917,SAVS
TOKA-119,0.5381236444010589,0.734152273723148,1.3642817619364642,1.3038493971544544e-6,222093.94527884564,1.0031836324204886,SAVS
TOKA-120,0,0,0,0,0,0,SAVS
TOKA-121,0,0,0,0,0,0,SAVS
TOKA-122,0,0,0,0,0,0,SAVS
TOKA-123,0,0,0,0,0,0,SAVS
TOKA-124,0,0,0,0,0,0,SAVS
TOKA-125,0,0,0,0,0,0,SAVS
TOKA-126,0.21524945776042353,0.46409740832966623,2.1560909521371006,1.2405494981404973e-8,3734823.087317797,1.001272848802933,SAVS
TOKA-127,0,0,0,0,0,0,SAVS
TOKA-129,0,0,0,0,0,0,SAVS
TOKA-130,0,0,0,0,0,0,SAVS
TOKA-131,0,0,0,0,0,0,SAVS
TOKA-132,0,0,0,0,0,0,SAVS
TOKA-133,0,0,0,0,0,0,SAVS
TOKA-134,0,0,0,0,0,0,SAVS
TOKA-135,0.32287418664063533,0.5684912634516792,1.7607206985686348,9.62878043079779e-8,1082668.1649673302,1.0019095752889366,SAVS
TOKA-136,0.43049891552084707,0.6565414702457149,1.5250711362452238,4.1773457342064126e-7,443653.2862172424,1.0025465031620917,SAVS
TOKA-137,0.14349963850694902,0.3788937894558754,2.640381490839277,1.667716609793842e-9,12347509.241495522,1.000848476361622,SAVS
TOKA-138,0.14349963850694902,0.3788937894558754,2.640381490839277,1.667716609793842e-9,12347509.241495522,1.000848476361622,SAVS
TOKA-139,0,0,0,0,0,0,SAVS
TOKA-140,0,0,0,0,0,0,SAVS
TOKA-141,0,0,0,0,0,0,SAVS
TOKA-142,1.2914967465625413,1.1386074065482632,0.8816184861315294,1.0017588476968297e-4,16650.35302874029,1.0076491758556307,SAVS
TOKA-143,0,0,0,0,0,0,SAVS
TOKA-144,0,0,0,0,0,0,SAVS
TOKA-145,0,0,0,0,0,0,SAVS
TOKA-146,0,0,0,0,0,0,SAVS
TOKA-147,0,0,0,0,0,0,SAVS
TOKA-148,0,0,0,0,0,0,SAVS
TOKA-149,0,0,0,0,0,0,SAVS
TOKA-150,0,0,0,0,0,0,SAVS
TOKA-151,0,0,0,0,0,0,SAVS
TOKA-152,0,0,0,0,0,0,SAVS
TOKA-153,0.21524945776042353,0.46409740832966623,2.1560909521371006,1.2405494981404973e-8,3734823.087317797,1.001272848802933,SAVS
TOKA-154,0,0,0,0,0,0,SAVS
TOKA-155,0.43049891552084707,0.6565414702457149,1.5250711362452238,4.1773457342064126e-7,443653.2862172424,1.0025465031620917,SAVS
TOKA-156,0.6457483732812707,0.8043512250269006,1.2456109195284752,3.2895590646386747e-6,126761.9621358614,1.0038209630622215,SAVS
TOKA-158,0,0,0,0,0,0,SAVS
TOKA-159,0,0,0,0,0,0,SAVS
TOKA-161,0,0,0,0,0,0,SAVS
TOKA-162,0,0,0,0,0,0,SAVS
TOKA-163,0,0,0,0,0,0,SAVS
TOKA-164,0,0,0,0,0,0,SAVS
TOKA-165,0,0,0,0,0,0,SAVS
TOKA-166,0,0,0,0,0,0,SAVS
