date/time,Water Temp,"Water Depth, ft","Streamflow, ft3/s"
2011-10-01T00:00:00Z,14.394,0.921,0.06
2011-10-01T00:15:00Z,14.394,0.923,0.06
2011-10-01T00:30:00Z,14.391,0.923,0.06
2011-10-01T00:45:00Z,14.395,0.924,0.06
2011-10-01T01:00:00Z,14.396,0.923,0.06
2011-10-01T01:15:00Z,14.396,0.923,0.06
2011-10-01T01:30:00Z,14.401,0.924,0.06
2011-10-01T01:45:00Z,14.4,0.924,0.06
2011-10-01T02:00:00Z,14.405,0.924,0.06
2011-10-01T02:15:00Z,14.405,0.924,0.06
2011-10-01T02:30:00Z,14.405,0.924,0.06
2011-10-01T02:45:00Z,14.405,0.924,0.06
2011-10-01T03:00:00Z,14.406,0.925,0.07
2011-10-01T03:15:00Z,14.402,0.923,0.06
2011-10-01T03:30:00Z,14.398,0.926,0.07
2011-10-01T03:45:00Z,14.39,0.926,0.07
2011-10-01T04:00:00Z,14.383,0.927,0.07
2011-10-01T04:15:00Z,14.367,0.926,0.07
2011-10-01T04:30:00Z,14.348,0.928,0.07
2011-10-01T04:45:00Z,14.317,0.927,0.07
2011-10-01T05:00:00Z,14.281,0.927,0.07
2011-10-01T05:15:00Z,14.243,0.928,0.07
2011-10-01T05:30:00Z,14.211,0.928,0.07
2011-10-01T05:45:00Z,14.19,0.929,0.07
2011-10-01T06:00:00Z,14.176,0.929,0.07
2011-10-01T06:15:00Z,14.155,0.928,0.07
2011-10-01T06:30:00Z,14.131,0.929,0.07
2011-10-01T06:45:00Z,14.104,0.929,0.07
2011-10-01T07:00:00Z,14.073,0.929,0.07
2011-10-01T07:15:00Z,14.038,0.93,0.07
2011-10-01T07:30:00Z,14.003,0.93,0.07
2011-10-01T07:45:00Z,13.975,0.93,0.07
2011-10-01T08:00:00Z,13.949,0.931,0.07
2011-10-01T08:15:00Z,13.931,0.931,0.07
2011-10-01T08:30:00Z,13.926,0.932,0.08
2011-10-01T08:45:00Z,13.934,0.931,0.07
2011-10-01T09:00:00Z,13.963,0.931,0.07
2011-10-01T09:15:00Z,14.002,0.931,0.07
2011-10-01T09:30:00Z,14.041,0.932,0.08
2011-10-01T09:45:00Z,14.079,0.931,0.07
2011-10-01T10:00:00Z,14.105,0.933,0.08
2011-10-01T10:15:00Z,14.156,0.931,0.07
2011-10-01T10:30:00Z,14.213,0.931,0.07
2011-10-01T10:45:00Z,14.267,0.931,0.07
2011-10-01T11:00:00Z,14.318,0.931,0.07
2011-10-01T11:15:00Z,14.372,0.931,0.07
2011-10-01T11:30:00Z,14.42,0.931,0.07
2011-10-01T11:45:00Z,14.466,0.931,0.07
2011-10-01T12:00:00Z,14.503,0.932,0.08
2011-10-01T12:15:00Z,14.527,0.929,0.07
2011-10-01T12:30:00Z,14.568,0.93,0.07
2011-10-01T12:45:00Z,14.64,0.932,0.08
2011-10-01T13:00:00Z,14.71,0.931,0.07
2011-10-01T13:15:00Z,14.771,0.931,0.07
2011-10-01T13:30:00Z,14.854,0.93,0.07
2011-10-01T13:45:00Z,14.893,0.929,0.07
2011-10-01T14:00:00Z,14.95,0.928,0.07
2011-10-01T14:15:00Z,15.005,0.929,0.07
2011-10-01T14:30:00Z,15.064,0.928,0.07
2011-10-01T14:45:00Z,15.072,0.928,0.07
2011-10-01T15:00:00Z,15.092,0.927,0.07
2011-10-01T15:15:00Z,15.122,0.928,0.07
2011-10-01T15:30:00Z,15.159,0.926,0.07
2011-10-01T15:45:00Z,15.192,0.926,0.07
2011-10-01T16:00:00Z,15.218,0.926,0.07
2011-10-01T16:15:00Z,15.245,0.926,0.07
2011-10-01T16:30:00Z,15.261,0.926,0.07
2011-10-01T16:45:00Z,15.242,0.925,0.07
2011-10-01T17:00:00Z,15.22,0.925,0.07
2011-10-01T17:15:00Z,15.203,0.924,0.06
2011-10-01T17:30:00Z,15.176,0.925,0.07
2011-10-01T17:45:00Z,15.15,0.924,0.06
2011-10-01T18:00:00Z,15.13,0.924,0.06
2011-10-01T18:15:00Z,15.12,0.924,0.06
2011-10-01T18:30:00Z,15.104,0.924,0.06
2011-10-01T18:45:00Z,15.073,0.923,0.06
2011-10-01T19:00:00Z,15.041,0.923,0.06
2011-10-01T19:15:00Z,15.002,0.923,0.06
2011-10-01T19:30:00Z,14.956,0.924,0.06
2011-10-01T19:45:00Z,14.905,0.923,0.06
2011-10-01T20:00:00Z,14.845,0.923,0.06
2011-10-01T20:15:00Z,14.785,0.924,0.06
2011-10-01T20:30:00Z,14.723,0.923,0.06
2011-10-01T20:45:00Z,14.664,0.923,0.06
2011-10-01T21:00:00Z,14.606,0.924,0.06
