date/time,Water Temp,"Water Depth, ft","Streamflow, ft3/s"
2012-10-01T00:00:00Z,12.629,0.92,0.06
2012-10-01T00:15:00Z,12.62,0.919,0.06
2012-10-01T00:30:00Z,12.61,0.92,0.06
2012-10-01T00:45:00Z,12.599,0.92,0.06
2012-10-01T01:00:00Z,12.586,0.921,0.06
2012-10-01T01:15:00Z,12.572,0.92,0.06
2012-10-01T01:30:00Z,12.551,0.92,0.06
2012-10-01T01:45:00Z,12.539,0.921,0.06
2012-10-01T02:00:00Z,12.529,0.922,0.06
2012-10-01T02:15:00Z,12.518,0.923,0.06
2012-10-01T02:30:00Z,12.506,0.923,0.06
2012-10-01T02:45:00Z,12.493,0.924,0.06
2012-10-01T03:00:00Z,12.479,0.922,0.06
2012-10-01T03:15:00Z,12.467,0.922,0.06
2012-10-01T03:30:00Z,12.45,0.923,0.06
2012-10-01T03:45:00Z,12.437,0.922,0.06
2012-10-01T04:00:00Z,12.423,0.923,0.06
2012-10-01T04:15:00Z,12.41,0.922,0.06
2012-10-01T04:30:00Z,12.399,0.924,0.06
2012-10-01T04:45:00Z,12.387,0.925,0.07
2012-10-01T05:00:00Z,12.377,0.925,0.07
2012-10-01T05:15:00Z,12.364,0.926,0.07
2012-10-01T05:30:00Z,12.355,0.928,0.07
2012-10-01T05:45:00Z,12.347,0.92,0.06
2012-10-01T06:00:00Z,12.329,0.923,0.06
2012-10-01T06:15:00Z,12.317,0.924,0.06
2012-10-01T06:30:00Z,12.306,0.924,0.06
2012-10-01T06:45:00Z,12.295,0.925,0.07
2012-10-01T07:00:00Z,12.284,0.926,0.07
2012-10-01T07:15:00Z,12.275,0.926,0.07
2012-10-01T07:30:00Z,12.262,0.925,0.07
2012-10-01T07:45:00Z,12.252,0.925,0.07
2012-10-01T08:00:00Z,12.239,0.926,0.07
2012-10-01T08:15:00Z,12.228,0.925,0.07
2012-10-01T08:30:00Z,12.217,0.926,0.07
2012-10-01T08:45:00Z,12.21,0.925,0.07
2012-10-01T09:00:00Z,12.202,0.927,0.07
2012-10-01T09:15:00Z,12.201,0.926,0.07
2012-10-01T09:30:00Z,12.199,0.927,0.07
2012-10-01T09:45:00Z,12.199,0.927,0.07
2012-10-01T10:00:00Z,12.203,0.926,0.07
2012-10-01T10:15:00Z,12.209,0.925,0.07
2012-10-01T10:30:00Z,12.218,0.926,0.07
2012-10-01T10:45:00Z,12.225,0.926,0.07
2012-10-01T11:00:00Z,12.238,0.924,0.06
2012-10-01T11:15:00Z,12.252,0.924,0.06
2012-10-01T11:30:00Z,12.264,0.924,0.06
2012-10-01T11:45:00Z,12.278,0.925,0.07
2012-10-01T12:00:00Z,12.294,0.924,0.06
2012-10-01T12:15:00Z,12.307,0.922,0.06
2012-10-01T12:30:00Z,12.324,0.922,0.06
2012-10-01T12:45:00Z,12.345,0.922,0.06
2012-10-01T13:00:00Z,12.359,0.922,0.06
2012-10-01T13:15:00Z,12.374,0.92,0.06
2012-10-01T13:30:00Z,12.393,0.919,0.06
2012-10-01T13:45:00Z,12.413,0.921,0.06
2012-10-01T14:00:00Z,12.428,0.92,0.06
2012-10-01T14:15:00Z,12.449,0.91,0.05
2012-10-01T14:30:00Z,12.471,0.91,0.05
2012-10-01T14:45:00Z,12.489,0.911,0.05
2012-10-01T15:00:00Z,12.507,0.909,0.04
2012-10-01T15:15:00Z,12.525,0.909,0.04
2012-10-01T15:30:00Z,12.542,0.908,0.04
