date/time,Water Temp,"Water Depth, ft","Streamflow, ft3/s"
2016-10-01T00:08:48Z,13.217,0.68,0.02
2016-10-01T00:23:48Z,13.237,0.68,0.02
2016-10-01T00:38:48Z,13.246,0.68,0.02
2016-10-01T00:53:48Z,13.248,0.68,0.02
2016-10-01T01:08:48Z,13.258,0.68,0.02
2016-10-01T01:23:48Z,13.265,0.681,0.02
2016-10-01T01:38:48Z,13.275,0.681,0.02
2016-10-01T01:53:48Z,13.285,0.681,0.02
2016-10-01T02:08:48Z,13.291,0.681,0.02
2016-10-01T02:23:48Z,13.294,0.682,0.02
2016-10-01T02:38:48Z,13.284,0.683,0.03
2016-10-01T02:53:48Z,13.27,0.684,0.03
2016-10-01T03:08:48Z,13.246,0.684,0.03
2016-10-01T03:23:48Z,13.212,0.684,0.03
2016-10-01T03:38:48Z,13.167,0.684,0.03
2016-10-01T03:53:48Z,13.115,0.684,0.03
2016-10-01T04:08:48Z,13.045,0.684,0.03
2016-10-01T04:23:48Z,12.973,0.685,0.03
2016-10-01T04:38:48Z,12.914,0.684,0.03
2016-10-01T04:53:48Z,12.871,0.686,0.03
2016-10-01T05:08:48Z,12.844,0.686,0.03
2016-10-01T05:23:48Z,12.82,0.685,0.03
2016-10-01T05:38:48Z,12.79,0.686,0.03
2016-10-01T05:53:48Z,12.747,0.687,0.03
2016-10-01T06:08:48Z,12.705,0.687,0.03
2016-10-01T06:23:48Z,12.656,0.688,0.03
2016-10-01T06:38:48Z,12.591,0.688,0.03
2016-10-01T06:53:48Z,12.522,0.689,0.03
2016-10-01T07:08:48Z,12.473,0.689,0.03
2016-10-01T07:23:48Z,12.418,0.691,0.03
2016-10-01T07:38:48Z,12.346,0.691,0.03
2016-10-01T07:53:48Z,12.292,0.691,0.03
2016-10-01T08:08:48Z,12.231,0.693,0.03
2016-10-01T08:23:48Z,12.166,0.694,0.03
2016-10-01T08:38:48Z,12.136,0.694,0.03
2016-10-01T08:53:48Z,12.124,0.695,0.03
2016-10-01T09:08:48Z,12.133,0.696,0.03
2016-10-01T09:23:48Z,12.162,0.696,0.03
2016-10-01T09:38:48Z,12.224,0.696,0.03
2016-10-01T09:53:48Z,12.309,0.696,0.03
2016-10-01T10:08:48Z,12.413,0.697,0.04
2016-10-01T10:23:48Z,12.536,0.697,0.04
2016-10-01T10:38:48Z,12.669,0.698,0.04
2016-10-01T10:53:48Z,12.818,0.696,0.03
2016-10-01T11:08:48Z,12.948,0.697,0.04
2016-10-01T11:23:48Z,13.071,0.697,0.04
2016-10-01T11:38:48Z,13.18,0.697,0.04
2016-10-01T11:53:48Z,13.279,0.696,0.03
2016-10-01T12:08:48Z,13.368,0.696,0.03
2016-10-01T12:23:48Z,13.434,0.695,0.03
2016-10-01T12:38:48Z,13.491,0.696,0.03
2016-10-01T12:53:48Z,13.556,0.694,0.03
2016-10-01T13:08:48Z,13.675,0.694,0.03
2016-10-01T13:23:48Z,13.837,0.693,0.03
2016-10-01T13:38:48Z,13.994,0.693,0.03
2016-10-01T13:53:48Z,14.12,0.692,0.03
2016-10-01T14:08:48Z,14.208,0.691,0.03
2016-10-01T14:23:48Z,14.262,0.691,0.03
2016-10-01T14:38:48Z,14.28,0.69,0.03
2016-10-01T14:53:48Z,14.288,0.69,0.03
2016-10-01T15:08:48Z,14.296,0.689,0.03
2016-10-01T15:23:48Z,14.311,0.689,0.03
2016-10-01T15:38:48Z,14.315,0.689,0.03
2016-10-01T15:53:48Z,14.294,0.687,0.03
2016-10-01T16:08:48Z,14.26,0.687,0.03
2016-10-01T16:23:48Z,14.239,0.685,0.03
2016-10-01T16:38:48Z,14.223,0.685,0.03
2016-10-01T16:53:48Z,14.216,0.684,0.03
2016-10-01T17:08:48Z,14.2,0.683,0.03
2016-10-01T17:23:48Z,14.175,0.684,0.03
2016-10-01T17:38:48Z,14.145,0.682,0.02
2016-10-01T17:53:48Z,14.119,0.682,0.02
2016-10-01T18:08:48Z,14.091,0.681,0.02
2016-10-01T18:23:48Z,14.063,0.681,0.02
2016-10-01T18:38:48Z,14.035,0.681,0.02
2016-10-01T18:53:48Z,14,0.682,0.02
2016-10-01T19:08:48Z,13.962,0.681,0.02
2016-10-01T19:23:48Z,13.915,0.68,0.02
2016-10-01T19:38:48Z,13.863,0.68,0.02
2016-10-01T19:53:48Z,13.815,0.68,0.02
2016-10-01T20:08:48Z,13.768,0.679,0.02
2016-10-01T20:23:48Z,13.704,0.679,0.02
2016-10-01T20:38:48Z,13.633,0.679,0.02
2016-10-01T20:53:48Z,13.555,0.68,0.02
2016-10-01T21:08:48Z,13.481,0.68,0.02
2016-10-01T21:23:48Z,13.399,0.682,0.02
2016-10-01T21:38:48Z,13.304,0.685,0.03
2016-10-01T21:53:48Z,13.223,0.681,0.02
2016-10-01T22:08:48Z,13.127,0.678,0.02
2016-10-01T22:23:48Z,13.028,0.678,0.02
2016-10-01T22:38:48Z,12.937,0.68,0.02
2016-10-01T22:53:48Z,12.861,0.68,0.02
2016-10-01T23:08:48Z,12.778,0.681,0.02
2016-10-01T23:23:48Z,12.699,0.68,0.02
2016-10-01T23:38:48Z,12.626,0.68,0.02
2016-10-01T23:53:48Z,12.554,0.68,0.02
2016-10-02T00:08:48Z,12.493,0.681,0.02
2016-10-02T00:23:48Z,12.425,0.681,0.02
2016-10-02T00:38:48Z,12.374,0.681,0.02
2016-10-02T00:53:48Z,12.33,0.68,0.02
2016-10-02T01:08:48Z,12.292,0.681,0.02
2016-10-02T01:23:48Z,12.248,0.682,0.02
2016-10-02T01:38:48Z,12.201,0.682,0.02
2016-10-02T01:53:48Z,12.151,0.682,0.02
2016-10-02T02:08:48Z,12.094,0.683,0.03
2016-10-02T02:23:48Z,12.077,0.683,0.03
2016-10-02T02:38:48Z,12.047,0.683,0.03
2016-10-02T02:53:48Z,12.029,0.684,0.03
2016-10-02T03:08:48Z,12.032,0.686,0.03
2016-10-02T03:23:48Z,12.056,0.685,0.03
2016-10-02T03:38:48Z,12.09,0.685,0.03
2016-10-02T03:53:48Z,12.129,0.684,0.03
2016-10-02T04:08:48Z,12.178,0.684,0.03
2016-10-02T04:23:48Z,12.226,0.685,0.03
2016-10-02T04:38:48Z,12.27,0.686,0.03
2016-10-02T04:53:48Z,12.305,0.686,0.03
2016-10-02T05:08:48Z,12.334,0.687,0.03
2016-10-02T05:23:48Z,12.342,0.687,0.03
2016-10-02T05:38:48Z,12.334,0.687,0.03
2016-10-02T05:53:48Z,12.316,0.688,0.03
2016-10-02T06:08:48Z,12.282,0.689,0.03
2016-10-02T06:23:48Z,12.25,0.688,0.03
2016-10-02T06:38:48Z,12.216,0.689,0.03
2016-10-02T06:53:48Z,12.185,0.689,0.03
2016-10-02T07:08:48Z,12.17,0.689,0.03
2016-10-02T07:23:48Z,12.143,0.691,0.03
2016-10-02T07:38:48Z,12.122,0.692,0.03
2016-10-02T07:53:48Z,12.111,0.693,0.03
2016-10-02T08:08:48Z,12.115,0.694,0.03
2016-10-02T08:23:48Z,12.131,0.694,0.03
2016-10-02T08:38:48Z,12.166,0.694,0.03
