date,datatype,station,value,fl_a,fl_M,fl_Q,fl_S
2016-12-01T08:00:00Z,PRCP,GHCND:USC00043714,110.4,NA,NA,NA,7
2016-12-01T08:00:00Z,TAVG,GHCND:USC00043714,9.7,NA,NA,NA,7
2016-12-01T08:00:00Z,TMAX,GHCND:USC00043714,14.8,NA,NA,NA,7
2016-12-01T08:00:00Z,TMIN,GHCND:USC00043714,4.59,NA,NA,NA,7
2017-01-01T00:00:00Z,PRCP,GHCND:USC00043714,261.2,NA,NA,NA,NA
2017-01-01T00:00:00Z,TAVG,GHCND:USC00043714,10.05,NA,NA,NA,NA
2017-01-01T00:00:00Z,TMAX,GHCND:USC00043714,13.88,NA,NA,NA,NA
2017-01-01T00:00:00Z,TMIN,GHCND:USC00043714,6.22,NA,NA,NA,NA
2017-02-01T00:00:00Z,PRCP,GHCND:USC00043714,201.1,NA,NA,NA,NA
2017-02-01T00:00:00Z,TAVG,GHCND:USC00043714,11.47,NA,NA,NA,NA
2017-02-01T00:00:00Z,TMAX,GHCND:USC00043714,15.04,NA,NA,NA,NA
2017-02-01T00:00:00Z,TMIN,GHCND:USC00043714,7.9,NA,NA,NA,NA
2017-03-01T00:00:00Z,PRCP,GHCND:USC00043714,91.8,NA,NA,NA,NA
2017-03-01T00:00:00Z,TAVG,GHCND:USC00043714,11.88,NA,NA,NA,NA
2017-03-01T00:00:00Z,TMAX,GHCND:USC00043714,16.95,NA,NA,NA,NA
2017-03-01T00:00:00Z,TMIN,GHCND:USC00043714,6.81,NA,NA,NA,NA
2017-04-01T00:00:00Z,PRCP,GHCND:USC00043714,83.2,NA,NA,NA,NA
2017-04-01T00:00:00Z,TAVG,GHCND:USC00043714,12.4,NA,NA,NA,NA
2017-04-01T00:00:00Z,TMAX,GHCND:USC00043714,17.2,NA,NA,NA,NA
2017-04-01T00:00:00Z,TMIN,GHCND:USC00043714,7.61,NA,NA,NA,NA
2017-05-01T00:00:00Z,PRCP,GHCND:USC00043714,0.5,NA,NA,NA,NA
2017-05-01T00:00:00Z,TAVG,GHCND:USC00043714,12.6,NA,NA,NA,NA
2017-05-01T00:00:00Z,TMAX,GHCND:USC00043714,16.31,NA,NA,NA,NA
2017-05-01T00:00:00Z,TMIN,GHCND:USC00043714,8.88,NA,NA,NA,NA
2017-06-01T00:00:00Z,PRCP,GHCND:USC00043714,6.2,NA,NA,NA,NA
2017-06-01T00:00:00Z,TAVG,GHCND:USC00043714,14.6,NA,NA,NA,NA
2017-06-01T00:00:00Z,TMAX,GHCND:USC00043714,17.91,NA,NA,NA,NA
2017-06-01T00:00:00Z,TMIN,GHCND:USC00043714,11.29,NA,NA,NA,NA
2017-07-01T00:00:00Z,PRCP,GHCND:USC00043714,1.1,NA,NA,NA,NA
2017-07-01T00:00:00Z,TAVG,GHCND:USC00043714,14.37,NA,NA,NA,NA
2017-07-01T00:00:00Z,TMAX,GHCND:USC00043714,17.69,NA,NA,NA,NA
2017-07-01T00:00:00Z,TMIN,GHCND:USC00043714,11.06,NA,NA,NA,NA
2017-08-01T00:00:00Z,PRCP,GHCND:USC00043714,4.3,NA,NA,NA,NA
2017-08-01T00:00:00Z,TAVG,GHCND:USC00043714,15.93,NA,NA,NA,NA
2017-08-01T00:00:00Z,TMAX,GHCND:USC00043714,18.37,NA,NA,NA,NA
2017-08-01T00:00:00Z,TMIN,GHCND:USC00043714,13.48,NA,NA,NA,NA
2017-09-01T00:00:00Z,PRCP,GHCND:USC00043714,6.2,NA,NA,NA,NA
2017-09-01T00:00:00Z,TAVG,GHCND:USC00043714,17.1,NA,NA,NA,NA
2017-09-01T00:00:00Z,TMAX,GHCND:USC00043714,21.83,NA,NA,NA,NA
2017-09-01T00:00:00Z,TMIN,GHCND:USC00043714,12.37,NA,NA,NA,NA
2017-10-01T00:00:00Z,PRCP,GHCND:USC00043714,11.8,NA,NA,NA,NA
2017-10-01T00:00:00Z,TAVG,GHCND:USC00043714,13.96,NA,NA,NA,NA
2017-10-01T00:00:00Z,TMAX,GHCND:USC00043714,20.4,NA,NA,NA,NA
2017-10-01T00:00:00Z,TMIN,GHCND:USC00043714,7.53,NA,NA,NA,NA
2017-11-01T00:00:00Z,PRCP,GHCND:USC00043714,101,NA,NA,NA,NA
2017-11-01T00:00:00Z,TAVG,GHCND:USC00043714,12.81,NA,NA,NA,NA
2017-11-01T00:00:00Z,TMAX,GHCND:USC00043714,17.68,NA,NA,NA,NA
2017-11-01T00:00:00Z,TMIN,GHCND:USC00043714,7.94,NA,NA,NA,NA
2017-12-01T00:00:00Z,PRCP,GHCND:USC00043714,4,NA,NA,NA,NA
2017-12-01T00:00:00Z,TAVG,GHCND:USC00043714,11.41,NA,NA,NA,NA
2017-12-01T00:00:00Z,TMAX,GHCND:USC00043714,17.25,NA,NA,NA,NA
2017-12-01T00:00:00Z,TMIN,GHCND:USC00043714,5.56,NA,NA,NA,NA
2018-01-01T08:00:00Z,PRCP,GHCND:USC00043714,150.4,NA,NA,NA,7
2018-01-01T08:00:00Z,TAVG,GHCND:USC00043714,11.84,NA,NA,NA,7
2018-01-01T08:00:00Z,TMAX,GHCND:USC00043714,16.14,NA,NA,NA,7
2018-01-01T08:00:00Z,TMIN,GHCND:USC00043714,7.55,NA,NA,NA,7
2018-02-01T08:00:00Z,PRCP,GHCND:USC00043714,9.8,NA,NA,NA,7
2018-02-01T08:00:00Z,TAVG,GHCND:USC00043714,9.94,NA,NA,NA,7
2018-02-01T08:00:00Z,TMAX,GHCND:USC00043714,16.7,NA,NA,NA,7
2018-02-01T08:00:00Z,TMIN,GHCND:USC00043714,3.17,NA,NA,NA,7
2018-03-01T08:00:00Z,PRCP,GHCND:USC00043714,108.7,NA,NA,NA,7
2018-03-01T08:00:00Z,TAVG,GHCND:USC00043714,10.98,NA,NA,NA,7
2018-03-01T08:00:00Z,TMAX,GHCND:USC00043714,15.76,NA,NA,NA,7
2018-03-01T08:00:00Z,TMIN,GHCND:USC00043714,6.2,NA,NA,NA,7
2018-04-01T07:00:00Z,PRCP,GHCND:USC00043714,68.5,NA,NA,NA,7
2018-04-01T07:00:00Z,TAVG,GHCND:USC00043714,11.7,NA,NA,NA,7
2018-04-01T07:00:00Z,TMAX,GHCND:USC00043714,16,NA,NA,NA,7
2018-04-01T07:00:00Z,TMIN,GHCND:USC00043714,7.39,NA,NA,NA,7
2018-05-01T07:00:00Z,PRCP,GHCND:USC00043714,5.9,NA,NA,NA,7
2018-05-01T07:00:00Z,TAVG,GHCND:USC00043714,13.12,NA,NA,NA,7
2018-05-01T07:00:00Z,TMAX,GHCND:USC00043714,16.28,NA,NA,NA,7
2018-05-01T07:00:00Z,TMIN,GHCND:USC00043714,9.96,NA,NA,NA,7
2018-06-01T07:00:00Z,PRCP,GHCND:USC00043714,2.6,NA,NA,NA,7
2018-06-01T07:00:00Z,TAVG,GHCND:USC00043714,13.56,NA,NA,NA,7
2018-06-01T07:00:00Z,TMAX,GHCND:USC00043714,17.32,NA,NA,NA,7
2018-06-01T07:00:00Z,TMIN,GHCND:USC00043714,9.8,NA,NA,NA,7
2018-07-01T07:00:00Z,PRCP,GHCND:USC00043714,1.6,NA,NA,NA,7
2018-07-01T07:00:00Z,TAVG,GHCND:USC00043714,15.33,NA,NA,NA,7
2018-07-01T07:00:00Z,TMAX,GHCND:USC00043714,18.4,NA,NA,NA,7
2018-07-01T07:00:00Z,TMIN,GHCND:USC00043714,12.25,NA,NA,NA,7
2018-08-01T07:00:00Z,PRCP,GHCND:USC00043714,2.7,NA,NA,NA,7
2018-08-01T07:00:00Z,TAVG,GHCND:USC00043714,15.16,NA,NA,NA,7
2018-08-01T07:00:00Z,TMAX,GHCND:USC00043714,17.92,NA,NA,NA,7
2018-08-01T07:00:00Z,TMIN,GHCND:USC00043714,12.4,NA,NA,NA,7
2018-09-01T07:00:00Z,PRCP,GHCND:USC00043714,0.9,NA,NA,NA,7
2018-09-01T07:00:00Z,TAVG,GHCND:USC00043714,13.99,NA,NA,NA,7
2018-09-01T07:00:00Z,TMAX,GHCND:USC00043714,17.3,NA,NA,NA,7
2018-09-01T07:00:00Z,TMIN,GHCND:USC00043714,10.67,NA,NA,NA,7
2018-10-01T07:00:00Z,PRCP,GHCND:USC00043714,2.8,NA,NA,NA,7
2018-10-01T07:00:00Z,TAVG,GHCND:USC00043714,14.11,NA,NA,NA,7
2018-10-01T07:00:00Z,TMAX,GHCND:USC00043714,19.03,NA,NA,NA,7
2018-10-01T07:00:00Z,TMIN,GHCND:USC00043714,9.2,NA,NA,NA,7
2018-11-01T07:00:00Z,PRCP,GHCND:USC00043714,81.4,NA,NA,NA,7
2018-11-01T07:00:00Z,TAVG,GHCND:USC00043714,11.8,NA,NA,NA,7
2018-11-01T07:00:00Z,TMAX,GHCND:USC00043714,17.65,NA,NA,NA,7
2018-11-01T07:00:00Z,TMIN,GHCND:USC00043714,5.94,NA,NA,NA,7
2018-12-01T08:00:00Z,PRCP,GHCND:USC00043714,43.1,NA,NA,NA,7
2018-12-01T08:00:00Z,TAVG,GHCND:USC00043714,11.04,NA,NA,NA,7
2018-12-01T08:00:00Z,TMAX,GHCND:USC00043714,15.64,NA,NA,NA,7
2018-12-01T08:00:00Z,TMIN,GHCND:USC00043714,6.44,NA,NA,NA,7
2019-01-01T08:00:00Z,PRCP,GHCND:USC00043714,102.2,NA,NA,NA,7
2019-01-01T08:00:00Z,TAVG,GHCND:USC00043714,11.74,NA,NA,NA,7
2019-01-01T08:00:00Z,TMAX,GHCND:USC00043714,15.97,NA,NA,NA,7
2019-01-01T08:00:00Z,TMIN,GHCND:USC00043714,7.51,NA,NA,NA,7
2019-02-01T08:00:00Z,PRCP,GHCND:USC00043714,195.8,NA,NA,NA,7
2019-02-01T08:00:00Z,TAVG,GHCND:USC00043714,9.3,1,NA,NA,7
2019-02-01T08:00:00Z,TMAX,GHCND:USC00043714,13.22,1,NA,NA,7
2019-02-01T08:00:00Z,TMIN,GHCND:USC00043714,5.38,NA,NA,NA,7
2019-03-01T08:00:00Z,PRCP,GHCND:USC00043714,130.1,NA,NA,NA,7
2019-03-01T08:00:00Z,TAVG,GHCND:USC00043714,11.24,NA,NA,NA,7
2019-03-01T08:00:00Z,TMAX,GHCND:USC00043714,15.47,NA,NA,NA,7
2019-03-01T08:00:00Z,TMIN,GHCND:USC00043714,7.01,NA,NA,NA,7
2019-04-01T07:00:00Z,PRCP,GHCND:USC00043714,33.6,NA,NA,NA,7
2019-04-01T07:00:00Z,TAVG,GHCND:USC00043714,12.75,NA,NA,NA,7
2019-04-01T07:00:00Z,TMAX,GHCND:USC00043714,16.32,NA,NA,NA,7
2019-04-01T07:00:00Z,TMIN,GHCND:USC00043714,9.17,NA,NA,NA,7
2019-05-01T07:00:00Z,PRCP,GHCND:USC00043714,67.6,NA,NA,NA,7
2019-05-01T07:00:00Z,TAVG,GHCND:USC00043714,13.2,NA,NA,NA,7
2019-05-01T07:00:00Z,TMAX,GHCND:USC00043714,16.09,NA,NA,NA,7
2019-05-01T07:00:00Z,TMIN,GHCND:USC00043714,10.32,NA,NA,NA,7
2019-06-01T07:00:00Z,PRCP,GHCND:USC00043714,3.9,NA,NA,NA,7
2019-06-01T07:00:00Z,TAVG,GHCND:USC00043714,15.24,NA,NA,NA,7
2019-06-01T07:00:00Z,TMAX,GHCND:USC00043714,19.24,NA,NA,NA,7
2019-06-01T07:00:00Z,TMIN,GHCND:USC00043714,11.23,NA,NA,NA,7
2019-07-01T07:00:00Z,PRCP,GHCND:USC00043714,2.7,2,NA,NA,7
2019-07-01T07:00:00Z,TAVG,GHCND:USC00043714,15.06,2,NA,NA,7
2019-07-01T07:00:00Z,TMAX,GHCND:USC00043714,17.77,2,NA,NA,7
2019-07-01T07:00:00Z,TMIN,GHCND:USC00043714,12.35,2,NA,NA,7
2019-08-01T07:00:00Z,PRCP,GHCND:USC00043714,6.4,NA,NA,NA,7
2019-08-01T07:00:00Z,TAVG,GHCND:USC00043714,16.39,NA,NA,NA,7
2019-08-01T07:00:00Z,TMAX,GHCND:USC00043714,19.26,NA,NA,NA,7
2019-08-01T07:00:00Z,TMIN,GHCND:USC00043714,13.51,NA,NA,NA,7
2019-09-01T07:00:00Z,PRCP,GHCND:USC00043714,8.2,1,NA,NA,7
2019-09-01T07:00:00Z,TAVG,GHCND:USC00043714,16.06,2,NA,NA,7
2019-09-01T07:00:00Z,TMAX,GHCND:USC00043714,20.49,2,NA,NA,7
2019-09-01T07:00:00Z,TMIN,GHCND:USC00043714,11.62,1,NA,NA,7
2019-10-01T07:00:00Z,PRCP,GHCND:USC00043714,1.1,NA,NA,NA,NA
2019-10-01T07:00:00Z,TAVG,GHCND:USC00043714,13.37,NA,NA,NA,NA
2019-10-01T07:00:00Z,TMAX,GHCND:USC00043714,20.52,NA,NA,NA,NA
2019-10-01T07:00:00Z,TMIN,GHCND:USC00043714,6.21,NA,NA,NA,NA
