Date,DailyMaxTemp,DailyMinTemp,DailyRain
2016-10-19,73.9,55.2,0.01
2016-10-20,75.9,55.2,0
2016-10-21,63.1,52.5,0.01
2016-10-22,61.3,53.2,0.01
2016-10-23,60.9,49.6,0.02
2016-10-24,60.8,57,0.04
2016-10-25,65.1,59.1,0.01
2016-10-26,68,53.9,0
2016-10-27,65.3,55.2,0.26
2016-10-28,63.1,58.8,0.13
2016-10-29,64,57.9,0
2016-10-30,61.7,56.1,0.39
2016-10-31,61.8,52.3,0.03
2016-11-01,60,51.9,0.06
2016-11-02,67.2,50.3,0.01
2016-11-03,73.4,50.9,0
2016-11-04,69.9,55.2,0.01
2016-11-05,61.7,49.6,0.04
2016-11-06,63.8,57.3,0.02
2016-11-07,68.3,56.6,0.03
2016-11-08,67.8,58.2,0.01
2016-11-09,68.9,55.5,0
2016-11-10,72.3,53,0.01
2016-11-11,67.4,55.5,0.01
2016-11-12,70.7,54.5,0.01
2016-11-13,60.9,51.9,0
2016-11-14,58.4,50.9,0
2016-11-15,62.7,54.1,0
2016-11-16,55.2,50.7,0
2016-11-17,60,44.2,0
2016-11-18,63.1,46.9,0
2016-11-19,58.4,54.3,0.4
2016-11-20,57.7,50.9,0.46
2016-11-21,56.4,50.7,0.04
2016-11-22,57.3,47.8,0
2016-11-23,56.6,45.3,0.09
2016-11-24,58.8,42.9,0
2016-11-25,57.9,43.5,0
2016-11-26,55.7,46.7,0.83
2016-11-27,54.1,48,0.2
2016-11-28,54.8,48.7,0
2016-11-29,57.9,46.4,0
2016-11-30,53.7,44.6,0.01
2016-12-01,56.3,47.3,0
2016-12-02,59.3,48.5,0.02
2016-12-03,60.2,50.1,0.01
2016-12-04,56.4,45.3,0.01
2016-12-05,53,47.6,0
2016-12-06,51.6,44.7,0
2016-12-07,52.1,41.1,0.13
2016-12-08,57.5,51,0.09
2016-12-09,58.1,55.4,0.01
2016-12-10,58.1,50.1,0.34
2016-12-11,51,46.7,0
2016-12-12,54.8,45.1,0.02
2016-12-13,56.8,46.5,0
2016-12-14,57.9,54.6,0
2016-12-15,57.3,48.9,4.9
2016-12-16,50.3,46,0.02
2016-12-17,48,38.8,0
2016-12-18,50.5,39,0
2016-12-19,59.5,38.6,0
2016-12-20,62.7,42.4,0
2016-12-21,63.6,52.5,0
2016-12-22,59.9,45.6,0
2016-12-23,52.1,46,0.7
2016-12-24,48.2,44.7,0
2016-12-25,51.6,39,0
2016-12-26,55.2,40.1,0
2016-12-27,60.4,38.8,0
2016-12-28,62.9,45.3,0
2016-12-29,NA,NA,NA
2016-12-30,NA,NA,NA
2016-12-31,NA,NA,NA
2017-01-01,NA,NA,NA
2017-01-02,NA,NA,NA
2017-01-05,NA,NA,NA
2017-01-06,NA,NA,NA
2017-01-07,NA,NA,NA
2017-01-09,NA,NA,NA
2017-01-10,55.9,51.9,1.11
2017-01-11,53.9,46.4,0.01
2017-01-12,48.9,41.3,0.08
2017-01-13,NA,NA,NA
2017-01-14,NA,NA,NA
2017-01-15,NA,NA,NA
2017-01-16,NA,NA,NA
2017-01-17,NA,NA,NA
2017-01-20,NA,NA,NA
2017-01-21,53.2,47.4,0.49
2017-01-22,NA,NA,NA
2017-01-23,NA,NA,NA
2017-01-24,NA,NA,NA
2017-01-25,NA,NA,NA
2017-01-26,NA,NA,NA
2017-01-27,NA,NA,NA
2017-01-28,NA,NA,NA
2017-01-29,NA,NA,NA
2017-01-30,NA,NA,NA
2017-01-31,NA,NA,NA
2017-02-01,NA,NA,NA
2017-02-02,NA,NA,NA
2017-03-03,NA,NA,NA
2017-03-04,55.5,47.4,0.49
2017-03-05,48.7,39.7,0.37
2017-03-06,53.7,39.9,0.13
2017-03-07,56.4,40.6,0
2017-03-08,62,49.2,0
2017-03-09,61.5,48.7,0
2017-03-10,69.4,49.2,0
2017-03-11,60,48.3,0
2017-03-12,68.5,49.2,0
2017-03-13,73.9,48.9,0
2017-03-14,68.5,53.4,0
2017-03-15,56.1,49.1,0
2017-03-16,59.7,47.8,0
2017-03-17,64.2,44.6,0
2017-03-18,65.3,49.4,0
2017-03-19,59.9,47.8,0
2017-03-20,58.8,51.4,0.46
2017-03-21,60.6,54.3,0.6
2017-03-22,54.3,49.6,1.23
2017-03-23,54.6,49.4,0
2017-03-24,54.1,50.9,1.09
2017-03-25,55.9,49.6,0
2017-03-26,57.9,47.8,0.01
2017-03-27,54.5,49.1,0
2017-03-28,58.2,47.8,0
2017-03-29,60.2,49.6,0
2017-03-30,54.1,48.5,0
2017-03-31,57.2,48.7,0.01
2017-04-01,67.4,49.1,0
2017-04-02,65.8,49.2,0
2017-04-03,59,45.3,0
2017-04-04,59.9,43.8,0
2017-04-05,68.1,49.6,0.02
2017-04-06,60.6,47.1,2.09
2017-04-07,57.3,46.5,0.99
2017-04-08,51.8,44.7,0.08
2017-04-09,53.9,43.1,0
2017-04-10,58.8,42.4,0.02
2017-04-11,60.6,49.1,0.01
2017-04-12,59.7,52.3,0.15
2017-04-13,53.9,48,0.09
2017-04-14,53.2,45.6,0.01
2017-04-15,61.8,41.5,0
2017-04-16,56.8,47.4,0.14
2017-04-17,60.2,51,0.18
2017-04-18,60.2,49.8,0
2017-04-19,63.1,45.5,0
2017-04-20,57.7,49.1,0.04
2017-04-21,67.1,49.4,0
2017-04-22,62.6,51.2,0
2017-04-23,56.8,51.2,0
2017-04-24,56.8,50.7,0
2017-04-25,57.5,50,0
2017-04-26,59,51.8,0
2017-04-27,55.5,50.1,0
2017-04-28,56.4,46,0
2017-04-29,68.1,49.1,0
2017-04-30,62.7,49.4,0
2017-05-01,71.9,50.1,0
2017-05-02,69.6,51.6,0
2017-05-03,69,49.8,0
2017-05-04,57.9,46.7,0
2017-05-05,54.1,48.7,0
2017-05-06,51.4,47.4,0
2017-05-07,59.9,46.5,0
2017-05-08,57.2,45.5,0
2017-05-09,60.6,46.5,0.02
2017-05-10,60,49.6,0.01
2017-05-11,58.8,49.6,0.01
2017-05-12,55,49.1,0.01
2017-05-13,54.5,47.3,0
2017-05-14,52.7,48.3,0
2017-05-15,54.5,48.5,0.02
2017-05-16,54.3,49.4,0.01
2017-05-17,55.5,47.8,0
2017-05-18,64,43.3,0.02
2017-05-19,64,48.9,0.01
2017-05-20,66.3,46.7,0.01
2017-05-21,58.6,48.9,0
2017-05-22,58.8,47.4,0.01
2017-05-23,57.7,49.1,0.01
2017-05-24,56.6,50.1,0.01
2017-05-25,55.7,50.7,0
2017-05-26,59.3,50.1,0.01
2017-05-27,59.9,48.7,0.03
2017-05-28,54.3,50.5,0.01
2017-05-29,53.4,50,0
2017-05-30,55.4,49.2,0
2017-05-31,63.5,51.4,0.01
2017-06-01,62.4,51.6,0.02
2017-06-02,60,51.2,0.01
2017-06-03,60.4,50.9,0.01
2017-06-04,58.2,49.8,0.01
2017-06-05,62,48.3,0.01
2017-06-06,55.9,49.2,0.02
2017-06-07,59.9,50.3,0.05
2017-06-08,60.4,54.5,0.03
2017-06-09,59.9,52.5,0
2017-06-10,60.6,52.3,0
2017-06-11,58.2,51.6,0
2017-06-12,55.9,51.8,0
2017-06-13,60,49.6,0.01
2017-06-14,61.5,48.7,0.02
2017-06-15,63.3,50.7,0
2017-06-16,66,54.3,0
2017-06-17,66.5,51.8,0
2017-06-18,68.5,54.1,0
2017-06-19,64.7,53,0.01
2017-06-20,62,51.8,0
2017-06-21,70.7,51.6,0.01
2017-06-22,77.7,53,0
2017-06-23,66.5,53.9,0
2017-06-24,63.6,54.6,0.01
2017-06-25,62.7,53.4,0
2017-06-26,67.8,56.3,0
2017-06-27,62.6,53.7,0
2017-06-28,59.5,53.6,0
2017-06-29,59.3,52.8,0
2017-06-30,57.2,50.9,0
2017-07-01,56.4,51.6,0
2017-07-02,58.8,50.5,0.01
2017-07-03,65.4,51.4,0
2017-07-04,64.5,51.2,0
2017-07-05,62.2,51.6,0
2017-07-06,62.7,50.5,0
2017-07-07,68.7,51.2,0.01
2017-07-08,68.1,52.3,0
2017-07-09,64.4,50.7,0
2017-07-10,62,51.8,0
2017-07-11,61.8,50.3,0.01
2017-07-12,60,51.6,0.01
2017-07-13,60.2,50.9,0
2017-07-14,62.2,49.6,0
2017-07-15,69.6,49.2,0.01
2017-07-16,72.1,53.6,0.01
2017-07-17,66,52.5,0
2017-07-18,60.6,51.6,0
2017-07-19,62.6,51.8,0
2017-07-20,62,53.6,0
2017-07-21,60.9,52.8,0.01
2017-07-22,66.7,52.1,0
2017-07-23,64.4,49.4,0
2017-07-24,NA,NA,NA
2017-10-26,76.7,32,0.25
2017-11-01,62.8,51.6,0
2017-11-02,68.1,47,0
2017-11-03,66.6,54.6,0.01
2017-11-04,59,45.2,0.57
2017-11-05,57.4,42.4,0
2017-11-06,61.6,44.8,0
2017-11-07,63.7,41.9,0
2017-11-08,62,48.5,0.37
2017-11-09,65.4,53.2,0.04
2017-11-10,65.8,52.3,0.02
2017-11-11,61.8,48.5,0
2017-11-12,64.1,46.1,0
2017-11-13,67.4,51.3,0.09
2017-11-14,64.4,50.3,0.01
2017-11-15,65.8,48.8,0.02
2017-11-16,58.6,53.6,1.87
2017-11-17,62.4,49,0.03
2017-11-18,64.5,45.2,0
2017-11-19,60.9,42.3,0
2017-11-20,70.9,51.8,0
2017-11-21,75.5,57,0
2017-11-22,73.4,56.4,0
2017-11-23,75.9,54.9,0
2017-11-24,74.7,54.7,0
2017-11-25,78.2,53.8,0
2017-11-26,61.8,54.7,0.58
2017-11-27,56.3,46.6,0.16
2017-11-28,58.4,43.7,0
2017-11-29,65.4,45.6,0
2017-11-30,69.2,45.5,0
2017-12-01,57.1,44.4,0
2017-12-02,60.9,43,0
2017-12-03,53.7,48.2,0.03
2017-12-04,60.7,47,0
2017-12-05,64,42.6,0
2017-12-06,66,44.3,0
2017-12-07,76.3,48.4,0
2017-12-08,71.7,47.1,0
2017-12-09,73.2,49.3,0
2017-12-10,78.5,48.6,0
2017-12-11,74.7,51.1,0
2017-12-12,74,48.1,0
2017-12-13,70.3,47.5,0
2017-12-14,67.4,47,0
2017-12-15,68.2,49.3,0
2017-12-16,61.3,47.3,0
2017-12-17,64.5,47.5,0
2017-12-18,62.8,42.8,0
2017-12-19,61.9,43.5,0
2017-12-20,51.1,38.4,0.14
2017-12-21,56.6,38.1,0
2017-12-22,58.2,34.3,0
2017-12-23,60.3,40.4,0
2017-12-24,55.9,44.6,0
2017-12-25,64.6,44.6,0
2017-12-26,60.7,43.4,0
2017-12-27,62.8,42.3,0
2017-12-28,65.9,45.1,0
2017-12-29,69.8,47.5,0
2017-12-30,64.8,48.5,0
2017-12-31,58.6,46,0
2018-01-01,68.3,47,0
2018-01-02,67.1,52.3,0
2018-01-03,65.5,53.7,0.55
2018-01-04,65.8,52.6,0.04
2018-01-05,59.6,50.2,0.41
2018-01-06,55.9,47,0.01
2018-01-07,57.6,43.6,0
2018-01-08,58.4,48.1,3.49
2018-01-09,59.6,50.9,0.38
2018-01-10,54.7,50.2,0.05
2018-01-11,61.4,45.5,0.01
2018-01-12,64.8,48.6,0
2018-01-13,70.9,49.1,0
2018-01-14,74.8,53.2,0
2018-01-15,63.8,50.8,0
2018-01-16,61.9,52.5,0
2018-01-17,66.6,50.5,0
2018-01-18,61.6,48.5,0.2
2018-01-19,54.8,46.1,0
2018-01-20,52.7,41.8,0
2018-01-21,57.5,37.9,0
2018-01-22,57.4,44.5,0.19
2018-01-23,60.5,41.8,0
2018-01-24,57.9,41.8,0.41
2018-01-25,57,41.8,0.25
2018-01-26,55.1,41.1,0
2018-01-27,61.5,38.8,0
2018-01-28,65.8,49.7,0
2018-01-29,73.3,51.7,0
2018-01-30,75.1,49.8,0
2018-01-31,72.6,46,0
2018-02-01,77,49,0
2018-02-02,77.4,55.6,0
2018-02-03,78.7,63.4,0
2018-02-04,79.1,59.6,0
2018-02-05,76.1,52.3,0
2018-02-06,75.6,60.5,0
2018-02-07,72.1,51.7,0
2018-02-08,74.5,51.8,0
2018-02-09,76.5,52.8,0
2018-02-10,58.6,48.9,0
2018-02-11,57.5,39.8,0
2018-02-12,54.8,41.8,0.03
2018-02-13,65.5,44,0
2018-02-14,59.9,40.6,0
2018-02-15,61.2,42.3,0
2018-02-16,60.6,38.9,0
2018-02-17,66.8,44.2,0
2018-02-18,52.6,43.6,0.03
2018-02-19,48.5,38,0.02
2018-02-20,49.7,31.1,0
2018-02-21,53.9,37.1,0
2018-02-22,51.9,39.5,0
2018-02-23,49.4,34.1,0
2018-02-24,52.6,33.2,0
2018-02-25,56.1,36.6,0
2018-02-26,50,40.8,0.24
2018-02-27,53.4,38.5,0
2018-02-28,54.5,36.1,0.02
2018-03-01,55.8,45.9,1.01
2018-03-02,54.6,41.7,0.16
2018-03-03,53.5,37.8,0.07
2018-03-04,53.5,36.2,0.01
2018-03-05,63.6,39.1,0
2018-03-06,63.9,41.8,0
2018-03-07,67.2,47.4,0
2018-03-08,61.9,45.9,0.06
2018-03-09,61.8,43.3,0
2018-03-10,54.5,45.5,0
2018-03-11,66.6,43.2,0
2018-03-12,70.2,45.8,0.32
2018-03-13,58.4,48.3,0.62
2018-03-14,56.8,46.1,0.04
2018-03-15,56.2,39.8,0.25
2018-03-16,54.8,41.6,0.21
2018-03-17,55.7,40.1,0.1
2018-03-18,57,36.2,0
2018-03-19,63.4,38.6,0
2018-03-20,56.9,47.4,0.1
2018-03-21,57.6,54.8,0.23
2018-03-22,56.8,46.4,1.65
2018-03-23,56.1,38.3,0
2018-03-24,55.1,44.1,0.09
2018-03-25,54.5,37.6,0.02
2018-03-26,55.3,43.9,0
2018-03-27,65.1,42,0
2018-03-28,70.3,45.7,0
2018-03-29,75.5,50.8,0
2018-03-30,73.4,52.5,0
2018-03-31,62.3,47.2,0
2018-04-01,61.9,43.3,0
2018-04-02,59.2,47.4,0
2018-04-03,61.7,42.2,0
2018-04-04,61,45.5,0
2018-04-05,63.5,46.4,0.04
2018-04-06,60.1,54.1,0.81
2018-04-07,61.5,53.3,1.29
2018-04-08,59.5,47.8,0
2018-04-09,71,46,0
2018-04-10,67.2,49.7,0
2018-04-11,61,43,0.19
2018-04-12,56,44.6,0.05
2018-04-13,60.1,41.2,0
2018-04-14,64.8,44.8,0
2018-04-15,61.6,43.7,0.15
2018-04-16,54.8,43.9,0.09
2018-04-17,58.7,40.7,0
2018-04-18,57.9,42.4,0
2018-04-19,56.3,43.3,0.01
2018-04-20,59.7,40.9,0
2018-04-21,67.1,44,0
2018-04-22,67.4,43.3,0
2018-04-23,61.2,45.6,0
2018-04-24,59,46.7,0
2018-04-25,58.5,47.4,0
2018-04-26,59.1,48.4,0
2018-04-27,62.8,48.9,0
2018-04-28,63,47.4,0
2018-04-29,60.7,49.4,0
2018-04-30,57.2,48.5,0
2018-05-01,58.9,47,0
2018-05-02,62.3,48.5,0
2018-05-03,61.7,48.4,0
2018-05-04,67.2,45.3,0
2018-05-05,59,46,0
2018-05-06,58.6,49.6,0
2018-05-07,61.9,48.9,0
2018-05-08,68.4,48.9,0
2018-05-09,62.1,52.2,0.01
2018-05-10,59.6,49.9,0
2018-05-11,65.8,47.8,0
2018-05-12,67.9,47.6,0
2018-05-13,62,50.8,0
2018-05-14,60.9,48.5,0
2018-05-15,63.4,51.2,0
2018-05-16,64,46.5,0
2018-05-17,57.9,50.8,0
2018-05-18,56.8,50.2,0.02
2018-05-19,56.6,49.8,0
2018-05-20,56,49.8,0
2018-05-21,58.2,49.1,0
2018-05-22,55.3,50,0.05
2018-05-23,55.6,50,0.05
2018-05-24,60.9,49.6,0
2018-05-25,57.9,50.2,0.07
2018-05-26,58.5,50.7,0.02
2018-05-27,67.7,47.3,0
2018-05-28,73.2,50.1,0
2018-05-29,65.7,50.4,0
2018-05-30,59.8,49.4,0
2018-05-31,58.7,49.4,0
2018-06-01,67.8,45.7,0
2018-06-02,73,48.5,0
2018-06-03,66.3,49.5,0
2018-06-04,61,50.4,0
2018-06-05,59.3,49.4,0
2018-06-06,62.2,50.8,0
2018-06-07,61.8,51.3,0
2018-06-08,64.4,50.9,0
2018-06-09,60,50.3,0.02
2018-06-10,61.3,45.1,0
2018-06-11,63.1,50.8,0
2018-06-12,66.3,49.8,0
2018-06-13,65.5,48.1,0
2018-06-14,63.3,49,0
2018-06-15,62.1,49.9,0
2018-06-16,63.3,51.4,0
2018-06-17,66.6,51.7,0
2018-06-18,66.9,51.4,0
2018-06-19,64.2,50.2,0
2018-06-20,62.4,50.1,0
2018-06-21,65,50.2,0
2018-06-22,72.7,48.1,0
2018-06-23,72.8,49.5,0
2018-06-24,68.7,52.8,0
2018-06-25,68.2,51.2,0.02
2018-06-26,65.2,46.8,0
2018-06-27,60.6,51,0
2018-06-28,64.3,50.6,0
2018-06-29,69.9,49.6,0
2018-06-30,75.3,49.8,0
2018-07-01,71.3,52.3,0
2018-07-02,66.3,54.1,0
2018-07-03,65.1,52.4,0
2018-07-04,69.8,52.7,0
2018-07-05,71.4,50.3,0
2018-07-06,82.3,55.1,0
2018-07-07,73.2,52,0
2018-07-08,72.4,51.1,0
2018-07-09,76.4,50.7,0
2018-07-10,71.5,53.6,0
2018-07-11,68.7,53.2,0
2018-07-12,72.9,53.1,0
2018-07-13,70.4,56.5,0
2018-07-14,68.2,53.7,0
2018-07-15,68.7,51,0
2018-07-16,67.8,53.5,0
2018-07-17,70.4,52.3,0
2018-07-18,68.4,50.3,0
2018-07-19,69.8,52.2,0
2018-07-20,77.2,54.4,0
2018-07-21,74.7,56.9,0
2018-07-22,71.3,56.3,0
2018-07-23,71,54.5,0
2018-07-24,71.2,52.3,0
2018-07-25,72.7,52.7,0
2018-07-26,65.9,53.8,0
2018-07-27,66.3,53.2,0
2018-07-28,65.3,51.4,0
2018-07-29,65.3,50.7,0
2018-07-30,64.9,51.3,0
2018-07-31,64.6,50.5,0
2018-08-01,64.2,51.2,0
2018-08-02,65.1,50.8,0
2018-08-03,72,48.4,0
2018-08-04,69,51.9,0
2018-08-05,69.7,51.4,0
2018-08-06,71.7,48.2,0
2018-08-07,65.5,47.5,0
2018-08-08,68.2,49.9,0
2018-08-09,68.8,47.7,0
2018-08-10,72.1,47.5,0
2018-08-11,77.5,52.9,0
2018-08-12,66.9,51.2,0
2018-08-13,67.3,53.1,0
2018-08-14,64.8,54.6,0
2018-08-15,68.7,58,0
2018-08-16,68.6,57.1,0
2018-08-17,69.5,52.7,0
2018-08-18,68.6,46.5,0
2018-08-19,66.7,49.1,0
2018-08-20,65.8,53.1,0
2018-08-21,66.3,52.8,0.01
2018-08-22,72.3,57.9,0
2018-08-23,69.9,57.7,0
2018-08-24,68.7,55.5,0
2018-08-25,67.2,53.1,0
2018-08-26,69.4,50.8,0
2018-08-27,69.6,54.9,0
2018-08-28,68,55.1,0.01
2018-08-29,73.2,53.6,0
2018-08-30,69.4,56.3,0
2018-08-31,70.2,54.3,0
2018-09-01,63.1,53.4,0
2018-09-02,68.9,51.4,0
2018-09-03,68.3,52.1,0
2018-09-04,69.2,52.6,0
2018-09-05,64.2,54,0
2018-09-06,64.9,52.3,0
2018-09-07,68.7,49,0
2018-09-08,70.9,48.9,0
2018-09-09,69.4,49.3,0
2018-09-10,71.6,48.6,0
2018-09-11,66.7,51.4,0
2018-09-12,66.7,53.2,0
2018-09-13,65.4,53.8,0
2018-09-14,67.2,54,0
2018-09-15,66.6,53.3,0
2018-09-16,66.3,53.5,0
2018-09-17,65.5,54.2,0
2018-09-18,62.9,51.7,0
2018-09-19,70.2,49.9,0
2018-09-20,74.7,53.2,0
2018-09-21,70.2,52.3,0
2018-09-22,67,45.3,0
2018-09-23,67.8,47.5,0
2018-09-24,67.5,40.5,0
2018-09-25,63.7,47.4,0
2018-09-26,66.2,45.3,0
2018-09-27,65.5,47.6,0
2018-09-28,67.4,52.3,0
2018-09-29,70.1,54.4,0
2018-09-30,71.8,54.6,0
2018-10-01,76.9,53.6,0
2018-10-02,83,59,0
2018-10-03,70.6,58.8,0.03
2018-10-04,69.6,54.6,0.02
2018-10-05,68.3,53.8,0
2018-10-06,64.1,55.1,0
2018-10-07,72.2,54.4,0
2018-10-08,76.6,52.7,0
2018-10-09,67.9,49.7,0
2018-10-10,67.2,51.8,0.03
2018-10-11,68,54.4,0
2018-10-12,75.4,48.9,0
2018-10-13,66.8,50.1,0
2018-10-14,65.3,46.1,0
2018-10-15,76.6,46.5,0
2018-10-16,69.2,47.8,0
2018-10-17,64.8,43.2,0
2018-10-18,65.5,46.2,0
2018-10-19,67.8,45.8,0
2018-10-20,66.6,45,0
2018-10-21,61.9,44.1,0
2018-10-22,62.3,50.7,0
2018-10-23,65.4,48.8,0
2018-10-24,69,47.6,0
2018-10-25,69.1,47,0
2018-10-26,71.7,50.7,0
2018-10-27,67.4,52.6,0
2018-10-28,69.9,55.1,0
2018-10-29,63,51.4,0
2018-10-30,65,48.9,0
2018-10-31,74.5,49.3,0
2018-11-01,79.5,56,0
2018-11-02,70.4,51.3,0
2018-11-03,77.4,51.4,0
2018-11-04,62.2,50.2,0
2018-11-05,66.8,47.6,0
2018-11-06,76.3,49.3,0
2018-11-07,67.6,48,0
2018-11-08,71.7,52.1,0
2018-11-09,74.9,52.7,0
2018-11-10,64.2,46,0
2018-11-11,72.4,50.3,0
2018-11-12,71.1,46.8,0
2018-11-13,69.6,50.6,0
2018-11-14,69.4,49.7,0
2018-11-15,67.8,46.4,0
2018-11-16,67.9,48,0
2018-11-17,60.2,41,0
2018-11-18,61.2,42.2,0
2018-11-19,65.7,43.3,0
2018-11-20,69,46,0
2018-11-21,60.5,55.6,1.07
2018-11-22,64.7,53.6,0.47
2018-11-23,58.7,56.2,0.39
2018-11-24,58.2,48.9,0.15
2018-11-25,65.8,46.1,0
2018-11-26,68,46.4,0
2018-11-27,60.7,47.6,0.15
2018-11-28,62.8,56.2,0.4
2018-11-29,57.7,51.6,0.6
2018-11-30,57.2,45.2,0
2018-12-01,57.1,43.7,0
2018-12-02,55.2,42.4,0
2018-12-03,62.3,42.2,0
2018-12-04,57.5,49.6,0.04
2018-12-05,60.4,47.9,0.11
2018-12-06,64.4,47,0
2018-12-07,63.1,45.4,0
2018-12-08,64.8,44.4,0
2018-12-09,59.5,45,0
2018-12-10,59.9,46.2,0
2018-12-11,59.4,45.3,0
2018-12-12,62.5,43.3,0.03
2018-12-13,66.9,42.2,0
2018-12-14,62.8,53.3,0.09
2018-12-15,63.5,50.9,0
2018-12-16,59,51.2,1
2018-12-17,62.8,46.6,0.07
2018-12-19,66.2,47.2,0
2018-12-20,59.6,47.5,0
2018-12-21,60,50.4,0.02
2018-12-22,64.2,45,0
2018-12-23,61.7,44.6,0
2018-12-24,56.6,50.2,0.36
2018-12-25,55.1,46.4,0
2018-12-26,55.9,47.5,0
2018-12-27,57.1,45.8,0
2018-12-28,56.6,46.5,0
2018-12-29,58.3,42.8,0
2018-12-30,56.6,48.7,0
2018-12-31,54.6,45.2,0
2019-01-01,56,40.5,0
2019-01-02,55.8,37.5,0
2019-01-03,58.9,36.8,0
2019-01-04,58.2,39.4,0
2019-01-05,55,48.2,0.58
2019-01-06,55.4,46.9,2.03
2019-01-07,60.5,48.3,0.01
2019-01-08,58.8,54.4,0.02
2019-01-09,59.1,51.2,0.14
2019-01-10,59,45.4,0
2019-01-11,60.8,45.2,0.34
2019-01-12,61.8,48.2,0
2019-01-13,59,46.7,0
2019-01-14,56.4,49.6,0.05
2019-01-15,54.9,49.2,0.71
2019-01-16,57.9,53.8,2.29
2019-01-17,57,51.2,0.15
2019-01-18,63.7,49.2,0
2019-01-19,66.8,52.2,0
2019-01-20,56.4,47,0.17
2019-01-21,53.6,45,0.01
2019-01-22,60.9,40.9,0
2019-01-23,63.2,41.8,0
2019-01-24,66.9,47.9,0
2019-01-25,72.4,45.4,0
2019-01-26,72.2,51.2,0
2019-01-27,72.4,51.4,0
2019-01-28,68,47.2,0
2019-01-29,62.4,48.5,0
2019-01-30,64.1,45.7,0.07
2019-01-31,65.5,50,0.31
2019-02-01,58,48.4,0.38
2019-02-02,56.8,49.2,2.16
2019-02-03,54.3,48.4,0.28
2019-02-04,50.1,41.1,0.45
2019-02-05,48.4,37.2,0.11
2019-02-06,53.5,36.8,0
2019-02-07,57,35,0
2019-02-08,51.9,41.7,0.73
2019-02-09,54.4,38.2,0.3
2019-02-10,49.2,38.6,0.19
2019-02-11,54.5,38.1,0.01
2019-02-12,52.6,36.7,0.12
2019-02-13,58.6,47.6,2.77
2019-02-14,59.4,47,0.85
2019-02-15,53.6,40.1,0.57
2019-02-16,53.2,42.9,0.14
2019-02-17,50.9,41.9,0.14
2019-02-18,53.2,38.8,0
2019-02-19,54.6,36.3,0
2019-02-20,52.2,45.6,0.01
2019-02-21,52.9,39.4,0
2019-02-22,55.1,40.1,0
2019-02-23,55.3,35.6,0
2019-02-24,56.8,41.8,0
2019-02-25,54,45.6,0
2019-02-26,55.4,51.4,0.53
2019-02-27,56.7,48.5,1.59
2019-02-28,59.4,42.6,0.01
2019-03-01,58.9,41,0
2019-03-02,56.4,48.9,0.59
2019-03-03,56.1,48.5,0.15
2019-03-04,53.2,46.2,0.05
2019-03-05,58.1,46.6,0.34
2019-03-06,55.9,48.5,0.77
2019-03-07,51.9,44.1,0.06
2019-03-08,53.8,40.9,0.02
2019-03-09,53.2,40.5,0.54
2019-03-10,58.7,43.2,0.66
2019-03-11,63.5,38.8,0
2019-03-12,54.2,47.7,0.03
2019-03-13,56,42.9,0
2019-03-14,66.2,42.9,0
2019-03-15,63.9,38.2,0
2019-03-16,64.7,40.4,0
2019-03-17,68.7,43.7,0
2019-03-18,65.1,48.6,0
2019-03-19,71.9,47,0
2019-03-20,59.9,45.6,0.57
2019-03-21,59.6,42,0
2019-03-22,57,43,0.07
2019-03-23,58.6,47.6,0.33
2019-03-24,61.6,39.5,0
2019-03-25,59.8,49.4,0.86
2019-03-26,64.5,46.5,0.04
2019-03-27,62,50.4,0.16
2019-03-28,62.2,48.9,0.04
2019-03-29,59.4,43.3,0
2019-03-30,60.7,42.2,0
2019-03-31,66.8,41.1,0
2019-04-01,61.5,46.8,0.05
2019-04-02,59.7,49.8,0.4
2019-04-03,59.9,48.6,0.05
2019-04-04,60.4,50.7,0.08
2019-04-05,63.7,51.6,0.22
2019-04-06,64,52.2,0.02
2019-04-07,68.3,50,0
2019-04-08,70.7,50.7,0.03
2019-04-09,57.8,50.9,0.03
2019-04-10,57.6,46.9,0
2019-04-11,55.6,46.5,0
2019-04-12,58.2,47.7,0
2019-04-13,61.8,44.5,0
2019-04-14,58.7,46.8,0
2019-04-15,57.9,44.6,0.02
2019-04-16,57.6,48.9,0.05
2019-04-17,61.9,46,0
2019-04-18,64.9,45,0
2019-04-19,61.8,43.6,0.01
2019-04-20,58.1,49.3,0.16
2019-04-21,58,46.7,0
2019-04-22,66.4,43.6,0
2019-04-23,72.7,49.4,0
2019-04-24,72.3,50.1,0
2019-04-25,61.2,47,0
2019-04-26,63.3,46.3,0
2019-04-27,63.9,49.3,0
2019-04-28,60,48.5,0
2019-04-29,62,48.9,0
2019-04-30,60.9,45.7,0
2019-05-01,62.7,41.8,0
2019-05-02,64.6,42.3,0
2019-05-03,63.2,40.6,0
2019-05-04,61.4,43.7,0
2019-05-05,59.9,47.9,0
2019-05-06,56,49.5,0.05
2019-05-07,60.2,48.7,0.02
2019-05-08,60.1,50.5,0
2019-05-09,58.1,50.4,0.01
2019-05-10,63.3,51.3,0
2019-05-11,63.2,50.1,0
2019-05-12,62.9,50.3,0
2019-05-13,65.1,49.8,0
2019-05-14,64.6,51.8,0
2019-05-15,63.1,51.6,0.83
2019-05-16,58.7,49.9,0.12
2019-05-17,60.5,47,0
2019-05-18,55.4,42.6,0.58
2019-05-19,60.8,46.7,0.18
