field,Start.Date,End.Date,Herd,n,days,season,Pasture
61,2023-11-16T20:30:00Z,2023-11-17T23:57:00Z,Cows,45.164730000000006,1.14375,Dormant,61
61,2023-11-16T20:30:00Z,2023-11-17T23:57:00Z,k,6.193944,1.14375,Dormant,61
61,2023-11-16T20:30:00Z,2023-11-17T23:57:00Z,Non-Breeding Cattle,28.837115,1.14375,Dormant,61
62,2023-11-17T23:57:00Z,2023-11-19T23:59:00Z,k,6.208252000000001,2.00138888888889,Dormant,62
62,2023-11-17T23:57:00Z,2023-11-19T23:59:00Z,Cows,45.207133,2.00138888888889,Dormant,62
62,2023-11-17T23:57:00Z,2023-11-19T23:59:00Z,Non-Breeding Cattle,28.865125,2.00138888888889,Dormant,62
65,2023-11-21T00:00:00Z,2023-11-23T00:02:00Z,Cows,45.27073,2.00138888888889,Dormant,65
65,2023-11-21T00:00:00Z,2023-11-23T00:02:00Z,Non-Breeding Cattle,28.907139,2.00138888888889,Dormant,65
65,2023-11-21T00:00:00Z,2023-11-23T00:02:00Z,k,6.2297139999999995,2.00138888888889,Dormant,65
66,2023-11-19T23:59:00Z,2023-11-21T00:00:00Z,k,6.215406,1.00069444444444,Dormant,66
66,2023-11-19T23:59:00Z,2023-11-21T00:00:00Z,Non-Breeding Cattle,28.879129000000002,1.00069444444444,Dormant,66
66,2023-11-19T23:59:00Z,2023-11-21T00:00:00Z,Cows,45.228332,1.00069444444444,Dormant,66
67,2023-11-23T00:02:00Z,2023-11-25T00:04:00Z,k,6.2440215,2.00138888888889,Dormant,67
67,2023-11-23T00:02:00Z,2023-11-25T00:04:00Z,Non-Breeding Cattle,28.935148,2.00138888888889,Dormant,67
67,2023-11-23T00:02:00Z,2023-11-25T00:04:00Z,Cows,45.313133,2.00138888888889,Dormant,67
68,2023-11-25T00:04:00Z,2023-11-27T20:25:00Z,Cows,45.375312,2.84791666666667,Dormant,68
68,2023-11-25T00:04:00Z,2023-11-27T20:25:00Z,Non-Breeding Cattle,28.976363000000003,2.84791666666667,Dormant,68
68,2023-11-25T00:04:00Z,2023-11-27T20:25:00Z,k,6.2654834,2.84791666666667,Dormant,68
6A,2024-01-05T23:57:00Z,2024-01-07T09:58:00Z,Non-Breeding Cattle,29.537354999999998,1.41736111111111,Dormant,6A
6A,2024-01-05T23:57:00Z,2024-01-07T09:58:00Z,Cows,46.224727,1.41736111111111,Dormant,6A
6A,2024-01-05T23:57:00Z,2024-01-07T09:58:00Z,k,6.551643,1.41736111111111,Dormant,6A
6B,2024-01-07T09:58:00Z,2024-01-09T00:02:00Z,k,6.565951,1.58611111111111,Dormant,6B
6B,2024-01-07T09:58:00Z,2024-01-09T00:02:00Z,Cows,46.267129999999995,1.58611111111111,Dormant,6B
6B,2024-01-07T09:58:00Z,2024-01-09T00:02:00Z,Non-Breeding Cattle,29.565365,1.58611111111111,Dormant,6B
6B,2024-01-11T00:03:00Z,2024-01-12T00:06:00Z,Non-Breeding Cattle,29.607379,1.00208333333333,Dormant,6B
6B,2024-01-11T00:03:00Z,2024-01-12T00:06:00Z,Cows,46.330726999999996,1.00208333333333,Dormant,6B
6B,2024-01-11T00:03:00Z,2024-01-12T00:06:00Z,k,6.587413,1.00208333333333,Dormant,6B
7,2023-07-16T21:51:00Z,2023-07-17T21:54:00Z,Cows,45.944160000000004,1.00208333333333,Dormant,7
7,2023-07-16T21:51:00Z,2023-07-17T21:54:00Z,k,15.136447,1.00208333333333,Dormant,7
7,2024-01-03T23:56:00Z,2024-01-05T23:57:00Z,k,6.544489,2.00069444444444,Dormant,7
7,2024-01-03T23:56:00Z,2024-01-05T23:57:00Z,Cows,46.203527,2.00069444444444,Dormant,7
7,2024-01-03T23:56:00Z,2024-01-05T23:57:00Z,Non-Breeding Cattle,29.523349999999997,2.00069444444444,Dormant,7
7,2024-01-18T00:35:00Z,2024-01-18T12:36:00Z,Non-Breeding Cattle,29.704613000000002,0.500694444444444,Dormant,7
7,2024-01-18T00:35:00Z,2024-01-18T12:36:00Z,Cows,46.477707,0.500694444444444,Dormant,7
7,2024-01-18T00:35:00Z,2024-01-18T12:36:00Z,k,6.6374907,0.500694444444444,Dormant,7
8,2023-07-12T17:00:00Z,2023-07-13T17:00:00Z,Cows,45.848910000000004,1,Dormant,8
8,2023-07-12T17:00:00Z,2023-07-13T17:00:00Z,k,15.075916999999999,1,Dormant,8
8,2023-07-17T21:54:00Z,2023-07-18T21:57:00Z,k,15.151579,1.00208333333333,Dormant,8
8,2023-07-17T21:54:00Z,2023-07-18T21:57:00Z,Cows,45.967973,1.00208333333333,Dormant,8
8,2023-12-31T23:55:00Z,2024-01-02T23:56:00Z,k,6.523027,2.00069444444444,Dormant,8
8,2023-12-31T23:55:00Z,2024-01-02T23:56:00Z,Cows,46.13993,2.00069444444444,Dormant,8
8,2023-12-31T23:55:00Z,2024-01-02T23:56:00Z,Non-Breeding Cattle,29.481336,2.00069444444444,Dormant,8
9,2023-07-13T17:00:00Z,2023-07-16T21:51:00Z,Cows,45.920348,3.20208333333333,Dormant,9
9,2023-07-13T17:00:00Z,2023-07-16T21:51:00Z,k,15.121314,3.20208333333333,Dormant,9
9,2024-01-02T23:56:00Z,2024-01-03T23:56:00Z,Cows,46.16113,1,Dormant,9
9,2024-01-02T23:56:00Z,2024-01-03T23:56:00Z,Non-Breeding Cattle,29.49534,1,Dormant,9
9,2024-01-02T23:56:00Z,2024-01-03T23:56:00Z,k,6.530181,1,Dormant,9
9,2024-01-09T00:02:00Z,2024-01-11T00:03:00Z,Cows,46.309527,2.00069444444444,Dormant,9
9,2024-01-09T00:02:00Z,2024-01-11T00:03:00Z,k,6.580259,2.00069444444444,Dormant,9
9,2024-01-09T00:02:00Z,2024-01-11T00:03:00Z,Non-Breeding Cattle,29.593375,2.00069444444444,Dormant,9
9,2024-01-18T12:36:00Z,2024-01-19T00:37:00Z,Cows,46.479125,0.500694444444444,Dormant,9
9,2024-01-18T12:36:00Z,2024-01-19T00:37:00Z,Non-Breeding Cattle,29.705412,0.500694444444444,Dormant,9
9,2024-01-18T12:36:00Z,2024-01-19T00:37:00Z,k,6.6374907,0.500694444444444,Dormant,9
9,2024-02-13T03:00:00Z,2024-02-13T04:09:00Z,Cows,47.009125,0.0479166666666667,Dormant,9
9,2024-02-13T03:00:00Z,2024-02-13T04:09:00Z,Non-Breeding Cattle,30.055533,0.0479166666666667,Dormant,9
9,2024-02-13T03:00:00Z,2024-02-13T04:09:00Z,k,6.8163403,0.0479166666666667,Dormant,9
1,2024-03-23T18:30:00Z,2024-03-25T01:05:00Z,Cows,32.77892,1.27430555555556,Growing,1
1,2024-06-14T02:30:00Z,2024-06-18T16:16:00Z,Cows,38.124,4.57361111111111,Growing,1
10,2024-03-30T00:15:00Z,2024-03-31T00:16:00Z,Cows,33.53876,1.00069444444444,Growing,10
11,2024-03-29T00:14:00Z,2024-03-30T00:15:00Z,Cows,33.41212,1.00069444444444,Growing,11
12B,2024-04-02T20:28:00Z,2024-04-04T19:00:00Z,Cows,34.17196,1.93888888888889,Growing,12B
16B,2024-02-27T21:00:00Z,2024-03-02T18:59:09Z,Cows,47.410504,3.91607638888889,Growing,16B
16B,2024-02-27T21:00:00Z,2024-03-02T18:59:09Z,Non-Breeding Cattle,12.982224,3.91607638888889,Growing,16B
16B,2024-02-27T21:00:00Z,2024-03-02T18:59:09Z,k,6.952266,3.91607638888889,Growing,16B
16B,2024-06-12T16:16:00Z,2024-06-14T02:30:00Z,Cows,38.124,1.42638888888889,Growing,16B
17,2024-04-10T00:00:00Z,2024-04-10T21:14:00Z,Cows,34.9318,0.884722222222222,Growing,17
18,2024-04-08T18:30:00Z,2024-04-10T00:00:00Z,Cows,34.80516,1.22916666666667,Growing,18
18B,2024-04-07T18:30:00Z,2024-04-08T18:30:00Z,Cows,34.67852,1,Growing,18
19,2024-04-04T19:00:00Z,2024-04-05T18:30:00Z,Cows,34.2986,0.979166666666667,Growing,19
22,2024-04-07T06:30:00Z,2024-04-07T18:30:00Z,Cows,34.551883000000004,0.5,Growing,22
23,2024-04-05T18:30:00Z,2024-04-07T06:30:00Z,Cows,34.425242,1.5,Growing,23
24,2024-04-04T20:00:00Z,2024-04-09T21:06:00Z,L,21.397979,5.04583333333333,Growing,24
25,2024-02-17T18:45:00Z,2024-02-18T20:50:00Z,Non-Breeding Cattle,24.369761999999998,1.08680555555556,Growing,25
25,2024-02-17T18:45:00Z,2024-02-18T20:50:00Z,Cows,47.134906,1.08680555555556,Growing,25
25,2024-02-17T18:45:00Z,2024-02-18T20:50:00Z,k,6.8592640000000005,1.08680555555556,Growing,25
25,2024-02-27T02:15:00Z,2024-02-27T21:00:00Z,k,6.9236504000000005,0.78125,Growing,25
25,2024-02-27T02:15:00Z,2024-02-27T21:00:00Z,Cows,47.325703000000004,0.78125,Growing,25
25,2024-02-27T02:15:00Z,2024-02-27T21:00:00Z,Non-Breeding Cattle,24.495805,0.78125,Growing,25
26,2024-02-23T20:03:41Z,2024-02-25T21:00:00Z,Cows,47.283305,2.0391087962963,Growing,26
26,2024-02-23T20:03:41Z,2024-02-25T21:00:00Z,k,6.9093423000000005,2.0391087962963,Growing,26
26,2024-02-23T20:03:41Z,2024-02-25T21:00:00Z,Non-Breeding Cattle,24.467795,2.0391087962963,Growing,26
27,2024-06-21T20:46:00Z,2024-06-23T20:49:00Z,Wethers,6.89,2.00208333333333,Growing,27
27,2024-06-21T20:46:00Z,2024-06-23T20:49:00Z,Does,4.6,2.00208333333333,Growing,27
27,2024-06-21T20:46:00Z,2024-06-23T20:49:00Z,Kids,1,2.00208333333333,Growing,27
28,2024-02-22T18:30:00Z,2024-02-23T20:02:41Z,Cows,47.240902,1.06436342592593,Growing,28
28,2024-02-22T18:30:00Z,2024-02-23T20:02:41Z,Non-Breeding Cattle,24.439785,1.06436342592593,Growing,28
28,2024-02-22T18:30:00Z,2024-02-23T20:02:41Z,k,6.895034,1.06436342592593,Growing,28
28,2024-02-27T20:58:00Z,2024-02-29T20:58:00Z,Kids,3,2,Growing,28
28,2024-02-27T20:58:00Z,2024-02-29T20:58:00Z,Does,3.0906506,2,Growing,28
28,2024-02-27T20:58:00Z,2024-02-29T20:58:00Z,Wethers,5.202548,2,Growing,28
28,2024-06-15T20:44:00Z,2024-06-19T20:45:00Z,Does,4.6,4.00069444444444,Growing,28
28,2024-06-15T20:44:00Z,2024-06-19T20:45:00Z,Kids,1,4.00069444444444,Growing,28
28,2024-06-15T20:44:00Z,2024-06-19T20:45:00Z,Wethers,6.89,4.00069444444444,Growing,28
28,2024-06-19T20:45:00Z,2024-06-21T20:46:00Z,Wethers,6.89,2.00069444444444,Growing,28
28,2024-06-19T20:45:00Z,2024-06-21T20:46:00Z,Does,4.6,2.00069444444444,Growing,28
28,2024-06-19T20:45:00Z,2024-06-21T20:46:00Z,Kids,1,2.00069444444444,Growing,28
29,2024-02-18T20:50:00Z,2024-02-19T19:11:00Z,Cows,47.156105000000004,0.93125,Growing,29
29,2024-02-18T20:50:00Z,2024-02-19T19:11:00Z,k,6.8664185,0.93125,Growing,29
29,2024-02-18T20:50:00Z,2024-02-19T19:11:00Z,Non-Breeding Cattle,24.383766,0.93125,Growing,29
2A,2024-03-25T01:05:00Z,2024-03-25T23:00:00Z,Cows,32.905559999999994,0.913194444444444,Growing,2A
2B,2024-03-14T08:00:00Z,2024-03-14T20:00:00Z,Cows,40.614650000000005,0.5,Growing,2B
2B,2024-06-18T16:16:00Z,2024-06-21T18:18:00Z,Cows,51.837375,3.08472222222222,Growing,2B
3,2024-03-25T23:00:00Z,2024-03-26T16:26:00Z,Cows,33.032199999999996,0.726388888888889,Growing,3
3,2024-06-28T20:58:00Z,2024-07-01T09:00:00Z,Kids,1,2.50138888888889,Growing,3
3,2024-06-28T20:58:00Z,2024-07-01T09:00:00Z,Does,4.6,2.50138888888889,Growing,3
3,2024-06-28T20:58:00Z,2024-07-01T09:00:00Z,Wethers,6.89,2.50138888888889,Growing,3
30A,2024-02-19T19:11:00Z,2024-02-20T19:13:00Z,Cows,47.177305,1.00138888888889,Growing,30A
30A,2024-02-19T19:11:00Z,2024-02-20T19:13:00Z,k,6.8735723,1.00138888888889,Growing,30A
30A,2024-02-19T19:11:00Z,2024-02-20T19:13:00Z,Non-Breeding Cattle,24.397771000000002,1.00138888888889,Growing,30A
30A,2024-02-25T21:00:00Z,2024-02-26T20:00:00Z,k,6.916496,0.958333333333333,Growing,30A
30A,2024-02-25T21:00:00Z,2024-02-26T20:00:00Z,Cows,47.304504,0.958333333333333,Growing,30A
30A,2024-02-25T21:00:00Z,2024-02-26T20:00:00Z,Non-Breeding Cattle,24.4818,0.958333333333333,Growing,30A
30B,2024-02-15T10:00:00Z,2024-02-18T02:51:00Z,Does,3.080241,2.70208333333333,Growing,30B
30B,2024-02-15T10:00:00Z,2024-02-18T02:51:00Z,Kids,3,2.70208333333333,Growing,30B
30B,2024-02-15T10:00:00Z,2024-02-18T02:51:00Z,Wethers,5.181256,2.70208333333333,Growing,30B
30B,2024-02-20T19:13:00Z,2024-02-21T19:14:00Z,k,6.880725999999999,1.00069444444444,Growing,30B
30B,2024-02-20T19:13:00Z,2024-02-21T19:14:00Z,Non-Breeding Cattle,24.411775000000002,1.00069444444444,Growing,30B
30B,2024-02-20T19:13:00Z,2024-02-21T19:14:00Z,Cows,47.198504,1.00069444444444,Growing,30B
30B,2024-02-18T02:51:00Z,2024-02-21T20:57:00Z,Does,3.0837109999999996,3.75416666666667,Growing,30B
30B,2024-02-18T02:51:00Z,2024-02-21T20:57:00Z,Wethers,5.188027,3.75416666666667,Growing,30B
30B,2024-02-18T02:51:00Z,2024-02-21T20:57:00Z,Kids,3,3.75416666666667,Growing,30B
30B,2024-02-21T20:57:00Z,2024-02-27T20:58:00Z,Wethers,5.198917499999999,6.00069444444444,Growing,30B
30B,2024-02-21T20:57:00Z,2024-02-27T20:58:00Z,Does,3.0889158,6.00069444444444,Growing,30B
30B,2024-02-21T20:57:00Z,2024-02-27T20:58:00Z,Kids,3,6.00069444444444,Growing,30B
30B,2024-02-29T20:58:00Z,2024-03-05T20:59:00Z,Kids,3,5.00069444444444,Growing,30B
30B,2024-02-29T20:58:00Z,2024-03-05T20:59:00Z,Wethers,5.211624,5.00069444444444,Growing,30B
30B,2024-02-29T20:58:00Z,2024-03-05T20:59:00Z,Does,3.094988,5.00069444444444,Growing,30B
31,2024-02-21T19:14:00Z,2024-02-22T18:30:00Z,Cows,47.219703,0.969444444444444,Growing,31
31,2024-02-21T19:14:00Z,2024-02-22T18:30:00Z,Non-Breeding Cattle,24.425781,0.969444444444444,Growing,31
31,2024-02-21T19:14:00Z,2024-02-22T18:30:00Z,k,6.8878804,0.969444444444444,Growing,31
32,2024-02-15T10:00:00Z,2024-02-15T21:30:00Z,Cows,47.071305,0.479166666666667,Growing,32
32,2024-02-15T10:00:00Z,2024-02-15T21:30:00Z,Non-Breeding Cattle,24.327745999999998,0.479166666666667,Growing,32
32,2024-02-15T10:00:00Z,2024-02-15T21:30:00Z,k,6.8378022000000005,0.479166666666667,Growing,32
32,2024-06-29T18:24:00Z,2024-06-30T16:39:00Z,k,12.407396,0.927083333333333,Growing,32
33,2024-02-15T21:30:00Z,2024-02-17T00:57:00Z,Cows,47.09392,1.14375,Growing,33
33,2024-02-15T21:30:00Z,2024-02-17T00:57:00Z,k,6.8449565,1.14375,Growing,33
33,2024-02-15T21:30:00Z,2024-02-17T00:57:00Z,Non-Breeding Cattle,24.342553,1.14375,Growing,33
35,2024-06-09T18:08:00Z,2024-06-12T16:16:00Z,Cows,38.124,2.92222222222222,Growing,35
36,2024-06-08T18:07:00Z,2024-06-09T18:08:00Z,Cows,38.124,1.00069444444444,Growing,36
37A,2024-06-01T16:47:00Z,2024-06-07T00:00:00Z,Cows,38.124,5.30069444444444,Growing,37A
37A,2024-06-10T20:43:00Z,2024-06-12T20:43:00Z,Wethers,6.89,2,Growing,37A
37A,2024-06-10T20:43:00Z,2024-06-12T20:43:00Z,Does,4.6,2,Growing,37A
37A,2024-06-10T20:43:00Z,2024-06-12T20:43:00Z,Kids,1,2,Growing,37A
37A,2024-06-12T20:43:00Z,2024-06-15T20:44:00Z,Wethers,6.89,3.00069444444444,Growing,37A
37A,2024-06-12T20:43:00Z,2024-06-15T20:44:00Z,Does,4.6,3.00069444444444,Growing,37A
37A,2024-06-12T20:43:00Z,2024-06-15T20:44:00Z,Kids,1,3.00069444444444,Growing,37A
37B,2024-03-11T19:23:00Z,2024-03-14T08:00:00Z,Cows,40.509203,2.52569444444444,Growing,37B
37B,2024-03-05T01:04:00Z,2024-03-29T21:13:00Z,Bulls,2.8292159999999997,24.8395833333333,Growing,37B
37B,2024-05-01T22:00:00Z,2024-05-03T02:06:00Z,k,20.007741999999997,1.17083333333333,Growing,37B
37B,2024-05-03T02:06:00Z,2024-05-03T20:00:00Z,k,20.051482,0.745833333333333,Growing,37B
37B,2024-05-03T20:00:00Z,2024-05-04T20:00:00Z,k,20.095225,1,Growing,37B
37B,2024-05-04T20:00:00Z,2024-05-05T20:00:00Z,k,20.138965,1,Growing,37B
37B,2024-05-05T20:00:00Z,2024-05-06T18:00:00Z,k,20.182706999999997,0.916666666666667,Growing,37B
37B,2024-05-06T18:00:00Z,2024-05-07T18:00:00Z,k,20.226447,1,Growing,37B
37B,2024-05-07T18:00:00Z,2024-05-08T18:01:00Z,k,20.27019,1.00069444444444,Growing,37B
37B,2024-05-08T18:01:00Z,2024-05-09T18:03:00Z,k,20.31393,1.00138888888889,Growing,37B
37B,2024-05-09T18:03:00Z,2024-05-10T18:04:00Z,k,20.357671999999997,1.00069444444444,Growing,37B
37B,2024-05-10T18:04:00Z,2024-05-11T18:06:00Z,k,20.401412,1.00138888888889,Growing,37B
37B,2024-05-11T18:06:00Z,2024-05-12T18:07:00Z,k,20.445154,1.00069444444444,Growing,37B
37B,2024-05-12T18:07:00Z,2024-05-13T18:08:00Z,k,20.488896,1.00069444444444,Growing,37B
37B,2024-05-13T18:08:00Z,2024-05-14T18:09:00Z,k,20.532636999999998,1.00069444444444,Growing,37B
37B,2024-05-14T18:09:00Z,2024-05-15T06:09:00Z,k,20.532636999999998,0.5,Growing,37B
37B,2024-05-15T06:09:00Z,2024-05-15T23:13:00Z,k,20.576379,0.711111111111111,Growing,37B
37B,2024-06-07T19:06:00Z,2024-06-08T18:07:00Z,Cows,38.124,0.959027777777778,Growing,37B
38A,2024-06-14T02:00:00Z,2024-06-18T16:19:00Z,k,22.252076000000002,4.59652777777778,Growing,38A
39A,2024-02-17T00:57:00Z,2024-02-17T18:45:00Z,k,6.8521104,0.741666666666667,Growing,39A
39A,2024-02-17T00:57:00Z,2024-02-17T18:45:00Z,Cows,47.113703,0.741666666666667,Growing,39A
39A,2024-02-17T00:57:00Z,2024-02-17T18:45:00Z,Non-Breeding Cattle,24.355756,0.741666666666667,Growing,39A
39A,2024-06-18T16:19:00Z,2024-06-19T18:23:00Z,k,22.255020000000002,1.08611111111111,Growing,39A
39A,2024-06-19T18:23:00Z,2024-06-20T16:24:00Z,k,22.257963,0.917361111111111,Growing,39A
39A,2024-06-20T16:24:00Z,2024-06-21T18:15:00Z,k,22.260906,1.07708333333333,Growing,39A
39B,2024-06-21T18:15:00Z,2024-06-22T18:16:00Z,k,22.263849999999998,1.00069444444444,Growing,39B
39B,2024-06-22T18:16:00Z,2024-06-23T18:17:00Z,k,12.386792,1.00069444444444,Growing,39B
39B,2024-06-23T18:17:00Z,2024-06-24T18:18:00Z,k,12.389736000000001,1.00069444444444,Growing,39B
39B,2024-06-24T18:18:00Z,2024-06-25T18:18:00Z,k,12.39268,1,Growing,39B
39B,2024-06-25T18:18:00Z,2024-06-27T18:23:00Z,k,12.398566,2.00347222222222,Growing,39B
39B,2024-06-27T18:23:00Z,2024-06-29T18:24:00Z,k,12.404453,2.00069444444444,Growing,39B
39B,2024-06-30T16:39:00Z,2024-07-01T09:00:00Z,k,12.407396,0.68125,Growing,39B
4,2024-03-18T02:41:00Z,2024-03-18T19:42:00Z,Cows,41.03642,0.709027777777778,Growing,4
4,2024-03-27T02:00:00Z,2024-03-28T02:32:00Z,Cows,33.15884,1.02222222222222,Growing,4
40,2024-03-02T19:00:09Z,2024-03-03T20:39:00Z,Cows,47.431703,1.06864583333333,Growing,40
40,2024-03-02T19:00:09Z,2024-03-03T20:39:00Z,k,6.95942,1.06864583333333,Growing,40
40,2024-03-02T19:00:09Z,2024-03-03T20:39:00Z,Non-Breeding Cattle,12.995429,1.06864583333333,Growing,40
41,2024-03-03T20:39:00Z,2024-03-05T22:42:00Z,Non-Breeding Cattle,13.021837999999999,2.08541666666667,Growing,41
41,2024-03-03T20:39:00Z,2024-03-05T22:42:00Z,Cows,47.475523,2.08541666666667,Growing,41
41,2024-03-03T20:39:00Z,2024-03-05T22:42:00Z,k,6.973728,2.08541666666667,Growing,41
43,2024-05-10T17:23:00Z,2024-05-12T05:27:00Z,Cows,35.253277000000004,1.50277777777778,Growing,43
43,2024-05-13T00:15:00Z,2024-05-15T16:40:00Z,Cows,35.712593999999996,2.68402777777778,Growing,43
43,2024-05-15T16:40:00Z,2024-05-19T00:00:00Z,Cows,36.05708,3.30555555555556,Growing,43
43,2024-05-22T20:30:00Z,2024-05-26T18:41:00Z,Cows,36.97571,3.92430555555556,Growing,43
43,2024-05-26T18:41:00Z,2024-05-29T17:42:00Z,Cows,37.3202,2.95902777777778,Growing,43
45,2024-04-12T20:00:00Z,2024-04-14T23:20:00Z,Cows,32.152895,2.13888888888889,Growing,45
46,2024-04-14T23:20:00Z,2024-04-16T21:00:00Z,Cows,32.382553,1.90277777777778,Growing,46
47,2024-03-24T20:24:00Z,2024-04-16T20:25:00Z,Wethers,5.2878609999999995,23.0006944444444,Growing,47
47,2024-03-24T20:24:00Z,2024-04-16T20:25:00Z,Does,3.1314216,23.0006944444444,Growing,47
47,2024-04-16T21:00:00Z,2024-04-19T18:00:00Z,Cows,32.72704,2.875,Growing,47
47,2024-05-06T16:44:00Z,2024-05-07T16:55:00Z,Cows,34.79396,1.00763888888889,Growing,47
47,2024-05-28T20:32:00Z,2024-05-31T20:33:00Z,Wethers,6.8695435,3.00069444444444,Growing,47
47,2024-05-28T20:32:00Z,2024-05-31T20:33:00Z,Kids,1,3.00069444444444,Growing,47
47,2024-05-28T20:32:00Z,2024-05-31T20:33:00Z,Does,4.590458,3.00069444444444,Growing,47
48,2024-04-19T18:00:00Z,2024-04-21T17:30:00Z,Cows,32.9567,1.97916666666667,Growing,48
48,2024-05-07T16:55:00Z,2024-05-07T17:55:00Z,Cows,34.79396,0.0416666666666667,Growing,48
48,2024-05-07T17:55:00Z,2024-05-09T17:00:00Z,Cows,35.023617,1.96180555555556,Growing,48
48,2024-05-09T17:00:00Z,2024-05-10T17:23:00Z,Cows,35.13845,1.01597222222222,Growing,48
49,2024-05-12T05:27:00Z,2024-05-13T00:15:00Z,Cows,35.368105,0.783333333333333,Growing,49
4B,2024-03-26T16:26:00Z,2024-03-27T02:00:00Z,Cows,33.032199999999996,0.398611111111111,Growing,4
5,2024-03-18T19:42:00Z,2024-03-19T19:00:00Z,Cows,41.141863,0.970833333333333,Growing,5
5,2024-06-29T20:28:00Z,2024-06-30T20:29:00Z,Cows,52.028062,1.00069444444444,Growing,5
5,2024-06-30T20:29:00Z,2024-07-01T09:00:00Z,Cows,52.028062,0.521527777777778,Growing,5
50,2024-04-21T17:30:00Z,2024-04-22T17:12:00Z,Cows,33.071527,0.9875,Growing,50
50,2024-04-24T23:16:00Z,2024-04-25T19:00:00Z,Cows,33.41601,0.822222222222222,Growing,50
50,2024-04-29T22:00:00Z,2024-05-01T16:48:00Z,Cows,34.10499,1.78333333333333,Growing,50
50,2024-05-02T17:27:00Z,2024-05-03T17:33:00Z,Cows,34.334644999999995,1.00416666666667,Growing,50
50,2024-05-04T17:34:00Z,2024-05-05T17:36:00Z,Cows,34.5643,1.00138888888889,Growing,50
51,2024-04-25T19:00:00Z,2024-04-29T01:00:00Z,Cows,33.7605,3.25,Growing,51
51,2024-04-29T01:00:00Z,2024-04-29T22:00:00Z,Cows,33.875330000000005,0.875,Growing,51
51,2024-05-01T16:48:00Z,2024-05-02T17:27:00Z,Cows,34.219816,1.02708333333333,Growing,51
51,2024-05-03T17:33:00Z,2024-05-04T17:34:00Z,Cows,34.449473,1.00069444444444,Growing,51
51,2024-05-05T17:36:00Z,2024-05-06T16:44:00Z,Cows,34.679133,0.963888888888889,Growing,51
51,2024-05-31T20:33:00Z,2024-06-03T20:36:00Z,Does,4.59306,3.00208333333333,Growing,51
51,2024-05-31T20:33:00Z,2024-06-03T20:36:00Z,Wethers,6.874988999999999,3.00208333333333,Growing,51
51,2024-05-31T20:33:00Z,2024-06-03T20:36:00Z,Kids,1,3.00208333333333,Growing,51
52,2024-04-24T05:14:00Z,2024-04-24T14:00:00Z,Cows,33.186355000000006,0.365277777777778,Growing,52
52,2024-06-03T20:36:00Z,2024-06-10T20:43:00Z,Wethers,6.887695,7.00486111111111,Growing,52
52,2024-06-03T20:36:00Z,2024-06-10T20:43:00Z,Does,4.5991323,7.00486111111111,Growing,52
52,2024-06-03T20:36:00Z,2024-06-10T20:43:00Z,Kids,1,7.00486111111111,Growing,52
56,2024-02-15T10:00:00Z,2024-03-05T01:04:00Z,Bulls,2.7639053,18.6277777777778,Growing,56
56,2024-03-06T21:05:00Z,2024-04-16T20:12:00Z,Kids,3,40.9631944444444,Growing,56
58A,2024-03-29T21:13:00Z,2024-06-22T15:40:00Z,Bulls,3.085,84.76875,Growing,58A
59,2024-03-10T20:06:00Z,2024-03-11T19:23:00Z,Cows,40.298316,0.970138888888889,Growing,59
59,2024-03-10T20:06:00Z,2024-03-11T19:23:00Z,Non-Breeding Cattle,10.515,0.970138888888889,Growing,59
59,2024-03-10T20:06:00Z,2024-03-12T00:17:00Z,k,16.180989,1.17430555555556,Growing,59
59,2024-05-29T17:42:00Z,2024-05-31T17:44:00Z,Cows,37.549855,2.00138888888889,Growing,59
60,2024-05-31T17:44:00Z,2024-06-01T16:47:00Z,Cows,37.664684,0.960416666666667,Growing,60
61,2024-03-06T00:00:00Z,2024-03-06T08:59:00Z,k,6.973728,0.374305555555556,Growing,61
61,2024-03-06T00:00:00Z,2024-03-06T08:59:00Z,Non-Breeding Cattle,13.021837999999999,0.374305555555556,Growing,61
61,2024-03-06T00:00:00Z,2024-03-06T08:59:00Z,Cows,47.475523,0.374305555555556,Growing,61
62,2024-03-06T08:59:00Z,2024-03-06T21:30:00Z,Non-Breeding Cattle,13.035043,0.521527777777778,Growing,62
62,2024-03-06T08:59:00Z,2024-03-06T21:30:00Z,k,6.9808823,0.521527777777778,Growing,62
62,2024-03-06T08:59:00Z,2024-03-06T21:30:00Z,Cows,47.495305,0.521527777777778,Growing,62
62,2024-05-21T20:31:00Z,2024-05-24T20:31:00Z,Wethers,6.8568370000000005,3,Growing,62
62,2024-05-21T20:31:00Z,2024-05-24T20:31:00Z,Does,4.5843856999999995,3,Growing,62
62,2024-05-21T20:31:00Z,2024-05-24T20:31:00Z,Kids,1,3,Growing,62
63,2024-03-10T20:21:00Z,2024-03-14T20:22:00Z,Wethers,5.2279604,4.00069444444444,Growing,63
63,2024-03-10T20:21:00Z,2024-03-14T20:22:00Z,Does,3.1027952,4.00069444444444,Growing,63
63,2024-04-16T20:25:00Z,2024-05-21T20:31:00Z,Wethers,6.8513916,35.0041666666667,Growing,63
63,2024-04-16T20:25:00Z,2024-05-21T20:31:00Z,Does,4.581783000000001,35.0041666666667,Growing,63
63,2024-04-16T20:12:00Z,2024-05-21T20:31:00Z,Kids,1,35.0131944444444,Growing,63
